Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,7,3,4,42.9%,6,4,2,66.7%,2023,2026,R64,7,0.92,10.8%,3.9%,65.6%,72.7%,44.9%,63.2%,33.8%,63.9%,36.4%
Roland Garros,3,Clay,7,4,3,57.1%,5,1,4,20.0%,2023,2025,R64,7,1.09,6.4%,3.2%,66.9%,64.4%,51.2%,60.0%,43.5%,54.8%,48.1%
Wimbledon,3,Grass,6,3,3,50.0%,4,1,3,25.0%,2023,2025,R64,6,1.10,14.8%,4.3%,67.0%,74.7%,53.0%,67.5%,35.8%,70.3%,38.3%
US Open,3,Hard,9,6,3,66.7%,6,3,3,50.0%,2023,2025,R32,9,1.00,9.8%,4.2%,64.9%,71.2%,45.8%,62.3%,37.8%,61.1%,36.3%
Davis Cup,5,,13,7,6,53.8%,4,1,3,25.0%,2022,2026,,7,1.18,10.9%,2.8%,67.2%,72.6%,60.7%,68.7%,37.0%,56.5%,36.8%
Miami Masters,3,Hard,7,3,4,42.9%,3,1,2,33.3%,2024,2026,R64,7,1.01,12.2%,4.4%,70.4%,73.8%,48.2%,66.2%,34.0%,72.7%,52.2%
Indian Wells Masters,2,Hard,7,4,3,57.1%,7,5,2,71.4%,2025,2026,R32,7,0.88,10.8%,3.5%,66.7%,71.4%,48.2%,63.7%,32.1%,56.4%,26.8%
Delray Beach,2,Hard,4,1,3,25.0%,2,0,2,0.0%,2024,2026,R32,4,0.89,8.5%,2.6%,68.2%,67.3%,50.5%,62.0%,33.8%,61.1%,25.0%
Dallas,2,Hard,4,1,3,25.0%,4,1,3,25.0%,2023,2026,R32,4,1.07,13.3%,3.0%,70.8%,76.1%,52.3%,69.1%,33.0%,36.4%,31.6%
Hong Kong,2,Hard,6,4,2,66.7%,3,3,0,100.0%,2024,2026,R16,6,1.09,9.7%,2.4%,71.3%,72.0%,55.2%,67.2%,35.9%,68.6%,32.5%
Almaty,2,Hard,7,5,2,71.4%,4,3,1,75.0%,2024,2025,F,7,1.11,11.8%,1.7%,75.9%,75.9%,49.6%,69.6%,33.9%,77.1%,41.7%
