Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Cincinnati R32,L vs Sinner,35.7%,44.0%,34.1%,39.3%,53.8%,65.4%,50.0%,59.6%,50.0%,53.6%,71.4%,9.1%,13.6%,15.0%,-49
2025 Canada R32,L vs Fritz,23.8%,31.7%,47.6%,27.0%,37.1%,48.6%,50.0%,42.9%,46.7%,40.0%,66.7%,9.1%,13.6%,45.0%,-39
2025 Wimbledon R64,L vs Fritz,37.7%,50.0%,47.3%,45.6%,47.5%,60.2%,54.8%,58.4%,41.5%,43.1%,50.0%,13.9%,27.8%,32.3%,7
2025 Queens Club R16,L vs Lehecka,40.0%,50.0%,39.3%,46.2%,41.2%,55.9%,40.0%,50.3%,53.3%,68.4%,50.0%,42.9%,42.9%,37.5%,110
2025 s Hertogenbosch F,W vs Bergs,37.7%,51.9%,63.0%,45.3%,40.8%,55.1%,58.6%,52.9%,52.6%,46.7%,100.0%,34.6%,50.0%,70.6%,29
2025 Roland Garros R64,L vs Griekspoor,28.7%,43.5%,48.7%,36.0%,38.0%,54.9%,50.0%,49.9%,46.9%,51.3%,50.0%,15.8%,28.9%,46.9%,32
2025 Madrid QF,L vs Musetti,19.4%,40.3%,40.8%,31.0%,27.8%,61.1%,61.5%,47.8%,52.9%,52.6%,0.0%,8.0%,12.0%,17.4%,-33
2025 Indian Wells R64,L vs Fils,20.0%,25.5%,31.0%,22.7%,25.0%,34.4%,29.2%,29.7%,43.8%,56.3%,0.0%,14.3%,14.3%,33.3%,25
2025 Hong Kong R16,L vs Musetti,28.6%,41.4%,43.8%,35.1%,36.7%,53.1%,45.2%,46.1%,40.0%,41.4%,28.6%,10.5%,15.8%,41.2%,-13
2024 Bratislava 2 CH QF,L vs Collignon,31.1%,49.5%,55.7%,42.4%,35.4%,53.7%,58.5%,49.6%,36.8%,45.5%,66.7%,15.0%,35.0%,47.1%,-7
2024 Almaty F,L vs Khachanov,25.2%,37.8%,41.0%,33.3%,31.6%,46.8%,48.1%,43.0%,44.4%,37.2%,22.2%,9.4%,15.6%,27.6%,-79
2024 US Open R64,W vs Fils,42.6%,48.1%,49.3%,47.8%,52.0%,60.0%,52.8%,60.8%,52.9%,39.0%,100.0%,32.7%,34.7%,45.5%,61
2024 Lexington CH QF,L vs Fonseca,28.6%,35.7%,31.0%,36.4%,33.3%,45.8%,37.5%,47.1%,63.6%,53.8%,0.0%,23.5%,23.5%,23.1%,5
2024 Chicago CH R16,W vs Fonseca,44.0%,62.0%,73.1%,51.2%,55.9%,73.5%,66.7%,66.5%,58.3%,36.4%,-,21.4%,42.9%,81.8%,88
2024 Chicago CH R32,W vs Trotter,41.1%,53.6%,53.3%,48.4%,44.7%,63.2%,47.6%,55.5%,29.4%,19.0%,-,40.0%,40.0%,66.7%,173
2022 Fairfield CH F,L vs Mmoh,18.5%,31.5%,39.0%,26.5%,23.7%,36.8%,34.5%,35.0%,66.7%,64.7%,33.3%,7.7%,23.1%,50.0%,-49
Career (16 matches),,32.2%,44.3%,46.2%,39.3%,40.2%,55.1%,50.0%,51.0%,47.1%,45.3%,43.1%,19.1%,26.9%,40.0%,66
