Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Cincinnati R32,L vs Sinner,1.30,0.77,57.0,2.8,15.9%,59.1%,10.0%,47.5%,25.8%,29.0%
2025 Canada R32,L vs Fritz,0.93,0.44,34.0,2.0,6.3%,50.0%,6.5%,61.3%,22.2%,19.0%
2025 Wimbledon R64,L vs Fritz,1.03,0.72,46.7,3.4,22.1%,67.4%,9.2%,61.8%,23.9%,25.8%
2025 Queen's Club R16,L vs Lehecka,0.66,0.35,27.3,2.2,23.1%,69.2%,8.3%,54.2%,16.7%,23.8%
2025 s Hertogenbosch F,W vs Bergs,1.08,1.40,64.7,2.7,12.2%,80.5%,11.1%,69.4%,26.2%,38.5%
2025 Roland Garros R64,L vs Griekspoor,0.81,0.81,39.3,2.1,5.0%,63.3%,16.4%,58.2%,44.1%,33.8%
2025 Madrid QF,L vs Musetti,0.96,0.62,47.3,3.1,0.0%,50.0%,0.0%,53.3%,26.7%,37.0%
2025 Indian Wells R64,L vs Fils,0.95,0.36,28.5,2.1,10.3%,51.7%,0.0%,34.6%,19.0%,25.0%
2025 Hong Kong R16,L vs Musetti,0.87,0.51,38.9,2.5,8.3%,47.2%,11.8%,70.6%,24.0%,25.0%
2024 Bratislava 2 CH QF,L vs Collignon,0.83,0.82,66.8,14.2,20.8%,69.8%,8.0%,68.0%,37.3%,23.4%
2024 Almaty F,L vs Khachanov,1.01,0.79,50.5,2.7,7.0%,59.6%,7.4%,51.9%,29.5%,40.5%
2024 US Open R32,L vs Paul,1.09,0.84,50.1,3.2,5.3%,48.0%,11.3%,53.5%,37.0%,38.8%
2024 US Open R64,W vs Fils,1.04,1.26,44.6,2.4,7.4%,72.1%,11.5%,65.6%,35.2%,40.0%
2024 US Open R128,W vs Munar,1.17,1.21,45.3,2.4,16.7%,62.5%,11.8%,54.4%,51.5%,33.3%
2024 Lexington CH QF,L vs Fonseca,0.65,0.47,35.9,2.0,8.3%,37.5%,11.1%,66.7%,37.5%,35.5%
2024 Chicago CH R16,W vs Fonseca,1.21,2.66,33.7,2.2,22.2%,77.8%,8.7%,87.0%,37.5%,42.3%
2024 Chicago CH R32,W vs Trotter,1.47,2.02,32.6,2.1,16.7%,83.3%,11.5%,53.8%,35.7%,48.1%
2022 Fairfield CH F,L vs Mmoh,0.78,0.43,30.6,2.1,3.6%,50.0%,3.8%,46.2%,26.1%,31.6%
2025 (9 matches),,0.97,0.69,44.3,2.5,12.4%,61.4%,9.1%,58.0%,27.7%,29.7%
2024 (8 matches),,1.06,1.04,47.1,2.6,12.1%,63.1%,10.2%,60.1%,38.3%,36.9%
2022 (1 matches),,0.78,0.43,30.6,2.1,3.6%,50.0%,3.8%,46.2%,26.1%,31.6%
Career (18 matches),,1.01,0.85,45.3,2.5,12.0%,61.8%,9.5%,58.6%,33.2%,33.6%
