Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,68,31,37,45.6%,77-88,46.7%,831-860,49.1%,18-20,47.4%,61,80.9%,16.8%,10.8%,3.6%,67.7%,72.7%,47.4%,64.5%,34.0%,49.4%,0.96
Clay,11,6,5,54.5%,18-15,54.5%,176-161,52.2%,3-3,50.0%,11,82.0%,22.0%,7.1%,2.6%,68.0%,69.2%,54.1%,64.3%,39.3%,51.5%,1.10
Grass,14,9,5,64.3%,21-14,60.0%,186-167,52.7%,4-2,66.7%,14,88.0%,16.3%,13.1%,3.3%,65.2%,75.8%,52.3%,67.6%,32.6%,50.9%,1.01
Grand Slams,13,6,7,46.2%,26-26,50.0%,273-266,50.6%,4-7,36.4%,13,78.8%,23.1%,10.5%,3.6%,65.6%,70.8%,45.6%,62.1%,38.0%,50.1%,1.00
Masters,28,15,13,53.6%,32-30,51.6%,317-317,50.0%,8-5,61.5%,28,81.8%,17.7%,10.1%,3.8%,67.5%,73.4%,47.7%,65.0%,34.1%,49.7%,0.97
Other Tours,39,18,21,46.2%,42-47,47.2%,450-467,49.1%,12-10,54.5%,38,83.7%,13.9%,11.0%,3.1%,68.3%,73.2%,50.7%,66.0%,32.6%,49.6%,0.96
Best of 5,13,6,7,46.2%,26-26,50.0%,273-266,50.6%,4-7,36.4%,13,78.8%,23.1%,10.5%,3.6%,65.6%,70.8%,45.6%,62.1%,38.0%,50.1%,1.00
Best of 3,80,40,40,50.0%,90-91,49.7%,920-922,49.9%,21-18,53.8%,73,83.3%,15.7%,10.6%,3.3%,67.9%,73.2%,50.4%,65.9%,33.6%,49.9%,0.98
Finals,2,1,1,50.0%,3-2,60.0%,26-28,48.1%,1-0,100.0%,2,77.8%,15.4%,8.5%,1.1%,67.6%,69.3%,52.5%,63.8%,33.3%,49.7%,0.92
Semi-finals,2,2,0,100.0%,4-0,100.0%,25-15,62.5%,1-0,100.0%,2,100.0%,21.1%,7.8%,0.0%,69.0%,81.3%,63.9%,75.9%,37.4%,56.7%,1.55
Quarter-finals,4,2,2,50.0%,4-5,44.4%,43-47,47.8%,1-0,100.0%,4,82.2%,11.4%,11.8%,2.9%,65.9%,73.4%,47.4%,64.5%,33.1%,48.8%,0.93
vs Righties,83,40,43,48.2%,103-107,49.0%,1085-1077,50.2%,22-25,46.8%,76,82.1%,17.9%,10.7%,3.3%,67.3%,72.5%,49.1%,64.8%,34.5%,49.9%,0.98
vs Lefties,9,5,4,55.6%,11-10,52.4%,96-107,47.3%,3-0,100.0%,9,82.0%,11.0%,9.1%,4.1%,67.2%,72.9%,49.5%,65.2%,34.6%,49.1%,0.99
vs Top 10,10,0,10,0.0%,6-22,21.4%,112-163,40.7%,2-4,33.3%,10,74.2%,8.8%,11.0%,5.3%,68.1%,73.7%,34.8%,61.3%,27.4%,44.9%,0.71
