Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Cincinnati R32,L vs Sinner,15.1%,63.6%,11.6%,47.1%,7.8%,20.0%,0.0%,2.8%,0.0%,0.6%,100.0%,87,112
2025 Canada R32,L vs Fritz,8.5%,80.0%,14.4%,56.3%,9.0%,23.1%,0.0%,7.4%,0.0%,0.7%,0.0%,84,57
2025 Wimbledon R64,L vs Fritz,14.7%,70.0%,16.9%,68.0%,12.5%,23.1%,0.0%,11.6%,27.3%,2.7%,44.4%,126,140
2025 Queens Club R16,L vs Lehecka,28.6%,50.0%,20.0%,36.8%,8.8%,0.0%,16.7%,0.0%,0.0%,0.0%,-,103,37
2025 s Hertogenbosch F,W vs Bergs,7.4%,60.0%,17.1%,66.7%,16.9%,14.3%,0.0%,4.8%,0.0%,2.8%,40.0%,0,36
2025 Roland Garros R64,L vs Griekspoor,20.4%,81.0%,16.9%,71.4%,14.7%,17.9%,42.9%,14.3%,36.4%,2.5%,71.4%,36,73
2025 Madrid QF,L vs Musetti,27.4%,58.8%,23.5%,50.0%,10.5%,17.6%,33.3%,0.0%,0.0%,2.6%,60.0%,159,112
2025 Indian Wells R64,L vs Fils,11.5%,33.3%,17.4%,50.0%,9.8%,0.0%,25.0%,2.4%,0.0%,0.0%,-,-31,-22
2025 Hong Kong R16,L vs Musetti,9.5%,66.7%,17.6%,52.4%,13.1%,33.3%,0.0%,15.0%,66.7%,0.6%,0.0%,25,18
2024 Bratislava 2 CH QF,L vs Collignon,0.0%,-,11.9%,58.3%,21.4%,28.8%,22.2%,4.0%,11.1%,1.0%,25.0%,2,6
2024 Almaty F,L vs Khachanov,2.9%,66.7%,16.1%,61.3%,13.2%,17.6%,0.0%,8.3%,35.7%,1.5%,0.0%,0,-13
2024 US Open R64,W vs Fils,3.4%,100.0%,10.6%,57.1%,10.6%,11.6%,0.0%,5.3%,20.0%,0.5%,0.0%,-18,34
2024 Lexington CH QF,L vs Fonseca,2.6%,100.0%,16.2%,52.9%,10.3%,0.0%,0.0%,11.8%,16.7%,2.1%,0.0%,75,40
2024 Chicago CH R16,W vs Fonseca,0.0%,-,7.4%,87.5%,26.5%,50.0%,100.0%,13.8%,50.0%,0.9%,0.0%,29,78
2024 Chicago CH R32,W vs Trotter,16.7%,62.5%,11.7%,61.5%,11.1%,7.7%,0.0%,26.3%,0.0%,0.9%,0.0%,165,140
2022 Fairfield CH F,L vs Mmoh,7.7%,50.0%,24.0%,65.2%,8.4%,6.3%,50.0%,0.0%,0.0%,0.0%,-,-10,-10
Career (16 matches),,10.7%,65.9%,15.4%,59.7%,13.2%,18.4%,17.1%,7.0%,17.1%,1.3%,36.4%,41,51
