Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,20,12,8,60.0%,25-18,58.1%,230-213,51.9%,4-6,40.0%,17,86.6%,15.4%,14.6%,2.2%,65.4%,74.9%,55.0%,68.0%,31.7%,50.0%,0.99
Clay,14,7,7,50.0%,15-13,53.6%,145-143,50.3%,3-2,60.0%,13,83.8%,16.1%,7.0%,2.5%,68.2%,73.6%,49.1%,65.8%,36.1%,50.6%,1.05
Grass,1,0,1,0.0%,2-3,40.0%,22-27,44.9%,0-0,-,1,75.0%,16.0%,18.4%,2.9%,63.2%,75.6%,44.0%,64.0%,31.3%,47.8%,0.87
Grand Slams,1,0,1,0.0%,2-3,40.0%,22-27,44.9%,0-0,-,1,75.0%,16.0%,18.4%,2.9%,63.2%,75.6%,44.0%,64.0%,31.3%,47.8%,0.87
Masters,13,7,6,53.8%,14-13,51.9%,146-141,50.9%,2-4,33.3%,13,85.2%,16.3%,10.2%,2.6%,68.5%,73.8%,50.4%,66.4%,32.8%,49.9%,0.98
Other Tours,18,9,9,50.0%,20-18,52.6%,192-192,50.0%,4-4,50.0%,17,85.5%,15.3%,12.2%,2.2%,65.1%,74.7%,54.1%,67.5%,34.3%,50.6%,1.06
Best of 5,1,0,1,0.0%,2-3,40.0%,22-27,44.9%,0-0,-,1,75.0%,16.0%,18.4%,2.9%,63.2%,75.6%,44.0%,64.0%,31.3%,47.8%,0.87
Best of 3,34,19,15,55.9%,40-31,56.3%,375-356,51.3%,7-8,46.7%,30,85.4%,15.7%,11.3%,2.3%,66.6%,74.3%,52.6%,67.0%,33.7%,50.3%,1.02
Quarter-finals,3,0,3,0.0%,2-6,25.0%,31-44,41.3%,0-1,0.0%,3,72.2%,13.2%,12.7%,2.3%,66.5%,66.0%,48.6%,60.2%,32.2%,45.9%,0.81
vs Righties,27,15,12,55.6%,33-25,56.9%,297-284,51.1%,5-4,55.6%,24,84.2%,16.3%,11.5%,2.3%,66.7%,74.3%,52.4%,67.0%,34.3%,50.5%,1.04
vs Lefties,8,4,4,50.0%,9-9,50.0%,100-99,50.3%,2-4,33.3%,7,86.0%,14.0%,12.5%,2.8%,65.6%,74.7%,50.8%,66.5%,31.0%,49.1%,0.93
vs Top 10,5,1,4,20.0%,2-7,22.2%,40-53,43.0%,0-2,0.0%,5,73.9%,12.8%,6.9%,1.4%,68.7%,67.5%,46.2%,60.8%,30.8%,46.1%,0.79
