Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Indian Wells R64,L vs Zverev,67.4%,16.1%,2.2%,0/1,2.16,6.5%,68.6%,16.7%,0.0%,2.19,9.5%,70.0%,14.3%,10.0%,2.10,0.0%
2026 Indian Wells R128,W vs Mannarino,79.6%,46.7%,5.3%,3/3,2.34,1.6%,77.0%,40.4%,2.7%,2.37,2.6%,89.2%,57.6%,10.8%,2.29,0.0%
2025 Davis Cup Finals RR,W vs Carreno Busta,71.4%,45.7%,2.0%,1/0,1.79,23.1%,69.7%,34.8%,0.0%,1.75,35.7%,80.0%,66.7%,6.7%,1.83,8.3%
2025 Vienna QF,L vs De Minaur,80.6%,46.6%,2.8%,1/1,2.52,8.3%,77.8%,34.3%,0.0%,2.53,11.8%,92.0%,65.2%,8.0%,2.50,0.0%
2025 Tokyo R16,L vs Ruud,68.4%,30.8%,3.5%,2/0,2.42,41.0%,66.7%,21.4%,2.4%,2.48,75.0%,78.6%,54.5%,7.1%,2.37,5.3%
2025 Wimbledon R128,L vs Majchrzak,67.9%,42.9%,3.0%,2/2,2.31,17.5%,64.0%,41.7%,2.7%,2.38,31.8%,76.8%,44.2%,3.6%,2.23,0.0%
2025 Rome R64,W vs Fearnley,82.7%,43.3%,0.0%,0/0,2.08,15.4%,85.7%,33.3%,0.0%,2.13,20.8%,89.3%,60.0%,0.0%,2.00,6.7%
2025 Madrid R64,W vs Giron,68.6%,43.1%,1.0%,1/0,2.23,26.5%,62.5%,37.5%,1.6%,2.28,33.3%,91.4%,50.0%,0.0%,2.12,5.9%
2025 Monte Carlo R16,L vs Musetti,74.0%,32.4%,2.0%,1/0,2.26,10.2%,75.7%,35.7%,0.0%,2.37,16.7%,75.0%,22.2%,8.3%,2.08,0.0%
2025 Monte Carlo R32,W vs Zverev,71.8%,41.0%,0.0%,0/0,2.30,7.5%,76.7%,47.8%,0.0%,2.18,12.8%,78.9%,20.0%,0.0%,2.46,0.0%
2025 Miami QF,L vs Fritz,59.8%,36.1%,3.9%,2/2,2.34,38.2%,56.3%,35.6%,1.3%,2.27,50.0%,84.2%,37.5%,15.8%,2.48,12.5%
2025 Dubai QF,L vs Tsitsipas,60.7%,43.1%,1.2%,1/0,2.39,30.4%,52.7%,34.5%,1.8%,2.43,41.2%,81.5%,54.5%,0.0%,2.29,0.0%
2025 Dubai R16,W vs Oconnell,71.6%,58.5%,2.7%,2/0,2.00,41.4%,66.7%,70.6%,2.0%,1.71,57.1%,82.6%,36.8%,4.3%,2.27,26.7%
2025 Dubai R32,W vs Monfils,65.1%,56.1%,0.0%,0/0,2.13,23.1%,64.9%,54.2%,0.0%,2.10,40.0%,77.3%,58.8%,0.0%,2.18,0.0%
2025 Doha QF,L vs Draper,62.2%,37.3%,0.0%,0/0,2.54,17.6%,62.7%,37.8%,0.0%,2.58,25.5%,70.0%,35.7%,0.0%,2.46,0.0%
2025 Doha R16,W vs Griekspoor,69.7%,34.2%,0.9%,1/0,2.17,23.9%,65.1%,32.1%,0.0%,2.03,37.9%,95.2%,40.0%,4.8%,2.41,0.0%
2025 Doha R32,W vs Djokovic,75.4%,40.8%,4.6%,3/0,2.11,27.3%,68.1%,21.9%,2.1%,2.07,33.3%,100.0%,76.5%,11.8%,2.17,16.7%
2025 Rotterdam R32,L vs Griekspoor,64.1%,34.8%,1.9%,2/0,2.17,43.9%,55.7%,29.4%,3.3%,2.17,68.0%,82.1%,40.6%,0.0%,2.16,6.3%
2024 Davis Cup Finals RR,W vs Van De Zandschulp,76.8%,53.5%,5.4%,0/3,2.41,14.3%,77.8%,39.3%,0.0%,2.42,27.3%,78.9%,80.0%,15.8%,2.40,0.0%
2024 Stockholm R16,L vs Stricker,68.2%,37.9%,2.4%,1/1,2.39,32.7%,69.2%,41.7%,0.0%,2.46,57.7%,81.5%,31.8%,7.4%,2.33,7.7%
Career (126 matches),,68.7%,43.7%,2.6%,56.3%,2.20,19.8%,65.6%,40.7%,1.8%,2.15,31.8%,82.0%,48.5%,4.5%,2.25,4.0%
