Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Indian Wells R64,L vs Zverev,3.2,2.8,3.7,50.8%,24.0%,33.3%,100.0%,47.5%,59.4%,2.5,5.2,-6.0,-23.1
2026 Indian Wells R128,W vs Mannarino,4.6,4.2,5.1,50.8%,50.0%,59.1%,55.2%,53.9%,46.0%,11.5,5.2,-4.0,-3.8
2025 Davis Cup Finals RR,W vs Carreno Busta,3.5,2.9,4.2,61.5%,40.9%,50.0%,80.0%,43.4%,58.5%,2.5,4.5,-5.0,-14.7
2025 Vienna QF,L vs De Minaur,4.6,3.7,5.4,55.9%,38.5%,23.5%,38.5%,50.2%,44.6%,-7.0,-5.6,2.0,3.0
2025 Tokyo R16,L vs Ruud,3.7,3.4,3.9,46.1%,44.0%,36.4%,55.6%,51.8%,40.7%,10.0,13.3,-6.5,-14.1
2025 Wimbledon R128,L vs Majchrzak,3.6,3.3,4.0,48.5%,51.5%,35.0%,41.2%,45.1%,52.7%,-4.5,-3.1,-12.0,-11.8
2025 Rome R64,W vs Fearnley,3.9,3.3,4.3,62.5%,38.2%,53.3%,60.0%,57.5%,35.4%,12.0,10.1,1.0,1.6
2025 Madrid R64,W vs Giron,4.1,3.9,4.2,52.6%,64.0%,47.8%,40.0%,60.3%,50.4%,20.5,11.5,-6.0,-9.2
2025 Monte Carlo R16,L vs Musetti,4.3,3.9,4.9,46.9%,42.3%,38.9%,30.0%,62.1%,13.8%,-16.5,-13.9,-6.0,-8.7
2025 Monte Carlo R32,W vs Zverev,4.8,4.4,5.1,52.6%,39.4%,54.5%,54.5%,61.1%,42.3%,-0.5,-0.3,0.0,0.0
2025 Miami QF,L vs Fritz,4.0,3.8,4.3,54.3%,42.9%,26.1%,36.4%,47.5%,49.0%,10.0,7.2,-8.0,-8.2
2025 Dubai QF,L vs Tsitsipas,3.3,3.2,3.3,52.4%,56.8%,44.4%,75.0%,51.5%,33.0%,15.0,16.3,-2.0,-3.2
2025 Dubai R16,W vs Oconnell,3.7,3.4,4.0,53.8%,81.5%,53.8%,62.5%,65.1%,37.3%,16.0,14.7,1.5,3.6
2025 Dubai R32,W vs Monfils,3.8,3.5,4.1,55.4%,54.5%,72.7%,66.7%,60.2%,32.4%,11.5,12.9,2.0,4.1
2025 Doha QF,L vs Draper,3.9,4.2,3.4,51.3%,31.0%,58.3%,50.0%,66.1%,33.3%,-10.0,-5.5,-3.0,-4.8
2025 Doha R16,W vs Griekspoor,3.1,2.9,3.3,54.0%,45.7%,60.0%,60.0%,54.8%,32.7%,19.5,18.1,2.0,3.0
2025 Doha R32,W vs Djokovic,4.2,3.4,5.0,53.8%,45.0%,60.0%,60.0%,54.3%,41.6%,19.0,19.4,0.5,0.8
2025 Rotterdam R32,L vs Griekspoor,2.9,2.6,3.2,51.1%,51.4%,53.3%,50.0%,55.0%,34.1%,3.0,3.2,0.0,0.0
2024 Davis Cup Finals RR,W vs Van De Zandschulp,3.3,2.6,3.9,64.6%,45.2%,42.9%,75.0%,58.2%,54.2%,5.0,7.0,3.0,13.0
2024 Stockholm R16,L vs Stricker,3.7,3.5,3.8,51.1%,44.7%,63.6%,20.0%,50.5%,43.6%,8.5,9.6,-3.0,-5.5
Career (126 matches),,3.7,3.5,3.9,52.6%,48.0%,46.5%,49.1%,52.2%,40.7%,5.4,4.8,-2.5,-3.7
