Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Indian Wells R64,L vs Zverev,2.2%,0.0%,4.1%,25.0%,25.6%,45.0%,0.0%,5.9%,0.0%,2.5%,0.0%,49,0
2026 Indian Wells R128,W vs Mannarino,0.0%,-,6.1%,84.6%,17.4%,30.2%,19.0%,1.7%,10.0%,1.6%,57.1%,-6,23
2025 Davis Cup Finals RR,W vs Carreno Busta,0.0%,-,4.9%,80.0%,14.3%,7.1%,100.0%,14.3%,50.0%,0.7%,100.0%,8,44
2025 Vienna QF,L vs De Minaur,0.0%,-,3.6%,40.0%,10.8%,10.3%,0.0%,12.1%,16.7%,0.7%,0.0%,-11,-20
2025 Tokyo R16,L vs Ruud,1.9%,100.0%,9.9%,58.3%,20.9%,12.5%,20.0%,7.7%,25.0%,1.8%,0.0%,-7,6
2025 Wimbledon R128,L vs Majchrzak,2.7%,33.3%,9.3%,72.0%,19.8%,23.3%,40.0%,5.7%,13.3%,3.4%,28.6%,64,92
2025 Rome R64,W vs Fearnley,0.0%,-,14.3%,76.2%,25.3%,25.9%,33.3%,8.6%,25.0%,1.7%,0.0%,-15,23
2025 Madrid R64,W vs Giron,2.4%,100.0%,8.9%,55.6%,22.6%,18.0%,18.8%,4.2%,33.3%,2.9%,50.0%,10,-14
2025 Monte Carlo R16,L vs Musetti,0.0%,-,14.4%,64.7%,6.3%,13.2%,0.0%,5.6%,50.0%,2.8%,66.7%,47,51
2025 Monte Carlo R32,W vs Zverev,1.2%,0.0%,7.0%,83.3%,12.9%,18.9%,8.7%,7.8%,25.0%,1.7%,16.7%,-21,-24
2025 Miami QF,L vs Fritz,0.9%,100.0%,5.8%,69.2%,18.1%,17.2%,18.8%,5.1%,20.0%,2.5%,44.4%,4,-31
2025 Dubai QF,L vs Tsitsipas,0.0%,-,6.7%,63.6%,22.9%,9.4%,11.1%,5.4%,0.0%,1.0%,100.0%,-5,23
2025 Dubai R16,W vs Oconnell,0.0%,-,9.5%,66.7%,19.8%,19.4%,12.5%,8.7%,50.0%,0.0%,-,11,26
2025 Dubai R32,W vs Monfils,0.0%,-,9.5%,45.5%,23.7%,37.0%,18.2%,5.7%,25.0%,2.7%,40.0%,14,10
2025 Doha QF,L vs Draper,1.1%,100.0%,11.4%,63.6%,12.2%,26.7%,10.5%,2.6%,0.0%,0.3%,100.0%,70,61
2025 Doha R16,W vs Griekspoor,0.0%,-,9.3%,84.2%,27.7%,29.6%,40.0%,11.4%,20.0%,1.7%,50.0%,13,53
2025 Doha R32,W vs Djokovic,2.0%,100.0%,6.3%,62.5%,28.2%,45.5%,26.7%,2.6%,14.3%,2.3%,0.0%,-48,-48
2025 Rotterdam R32,L vs Griekspoor,0.0%,-,14.3%,85.2%,21.6%,23.8%,54.5%,22.7%,100.0%,1.0%,50.0%,41,80
2024 Davis Cup Finals RR,W vs Van De Zandschulp,2.9%,100.0%,9.3%,80.0%,22.6%,26.1%,40.0%,15.4%,40.0%,0.0%,-,30,102
2024 Stockholm R16,L vs Stricker,0.0%,-,12.0%,68.4%,20.7%,14.3%,25.0%,12.1%,0.0%,0.5%,0.0%,-1,1
Career (126 matches),,1.2%,65.7%,9.6%,71.0%,17.8%,24.4%,15.8%,6.2%,25.8%,2.3%,38.8%,22,33
