Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Indian Wells R64,L vs Zverev,36.5%,53.8%,54.8%,43.7%,44.7%,57.9%,57.1%,54.5%,68.4%,52.6%,0.0%,16.7%,50.0%,50.0%,39
2026 Indian Wells R128,W vs Mannarino,35.0%,51.0%,51.6%,41.6%,45.7%,62.9%,52.6%,55.1%,51.7%,61.0%,83.3%,11.1%,25.9%,50.0%,-8
2025 Davis Cup Finals RR,W vs Carreno Busta,50.9%,60.4%,53.8%,57.0%,57.6%,69.7%,57.1%,67.3%,61.5%,45.0%,-,40.0%,45.0%,50.0%,-79
2025 Vienna QF,L vs De Minaur,26.2%,38.5%,33.3%,32.6%,26.1%,39.1%,32.4%,35.2%,21.7%,21.7%,33.3%,26.3%,36.8%,35.7%,-79
2025 Tokyo R16,L vs Ruud,32.8%,42.2%,52.5%,39.7%,41.7%,52.8%,57.1%,53.9%,41.2%,36.8%,100.0%,24.0%,32.0%,47.4%,83
2025 Wimbledon R128,L vs Majchrzak,34.6%,48.5%,47.1%,41.4%,43.7%,60.9%,55.1%,54.4%,77.8%,35.3%,57.1%,20.0%,28.9%,36.1%,45
2025 Rome R64,W vs Fearnley,37.9%,56.1%,61.5%,45.8%,45.5%,63.6%,58.3%,57.3%,36.4%,59.1%,100.0%,25.0%,45.0%,66.7%,59
2025 Madrid R64,W vs Giron,28.9%,45.4%,64.7%,39.3%,32.9%,50.0%,66.7%,46.2%,48.1%,67.3%,-,15.0%,30.0%,58.8%,-7
2025 Monte Carlo R16,L vs Musetti,25.0%,33.8%,42.9%,33.2%,33.3%,42.2%,50.0%,45.8%,47.4%,57.7%,50.0%,9.5%,19.0%,31.6%,-22
2025 Monte Carlo R32,W vs Zverev,23.0%,37.9%,53.7%,30.7%,30.4%,50.0%,56.4%,42.3%,56.0%,61.3%,75.0%,9.7%,16.1%,50.0%,-79
2025 Miami QF,L vs Fritz,38.2%,52.0%,46.1%,47.3%,45.8%,60.4%,53.8%,57.5%,66.7%,53.7%,60.0%,11.1%,22.2%,29.2%,-79
2025 Dubai QF,L vs Tsitsipas,42.5%,55.0%,63.0%,51.7%,45.2%,61.3%,61.8%,57.1%,32.0%,54.1%,100.0%,33.3%,33.3%,66.7%,-79
2025 Dubai R16,W vs Oconnell,44.2%,59.6%,75.9%,51.5%,60.0%,71.4%,71.4%,70.9%,53.3%,55.0%,-,11.8%,35.3%,80.0%,-79
2025 Dubai R32,W vs Monfils,47.2%,60.4%,57.7%,55.1%,61.5%,76.9%,73.3%,72.3%,41.2%,45.5%,66.7%,8.3%,16.7%,36.4%,-39
2025 Doha QF,L vs Draper,33.3%,43.2%,44.6%,38.5%,39.3%,50.0%,45.1%,46.1%,48.6%,40.4%,50.0%,14.8%,22.2%,43.5%,-79
2025 Doha R16,W vs Griekspoor,47.9%,63.5%,70.8%,57.3%,56.9%,73.6%,74.2%,69.4%,35.5%,43.9%,-,22.7%,36.4%,64.7%,47
2025 Doha R32,W vs Djokovic,46.0%,60.3%,57.6%,53.3%,55.3%,72.3%,66.7%,65.1%,52.9%,50.0%,50.0%,20.0%,26.7%,41.7%,16
2025 Rotterdam R32,L vs Griekspoor,47.7%,66.3%,71.4%,58.1%,53.6%,75.0%,69.2%,69.6%,39.1%,54.5%,-,40.7%,55.6%,75.0%,72
2024 Davis Cup Finals RR,W vs Van De Zandschulp,52.9%,58.8%,47.8%,58.2%,62.9%,71.4%,61.5%,70.6%,62.5%,52.6%,-,33.3%,33.3%,30.0%,16
2024 Stockholm R16,L vs Stricker,27.4%,43.8%,53.8%,38.4%,38.1%,61.9%,69.2%,57.1%,47.1%,44.0%,33.3%,13.3%,20.0%,38.5%,-30
Career (126 matches),,35.0%,48.4%,52.9%,42.6%,45.1%,61.0%,58.2%,56.9%,49.4%,48.5%,55.1%,17.4%,26.7%,45.9%,13
