Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,12,6,6,50.0%,13-12,52.0%,128-126,50.4%,1-1,50.0%,11,86.3%,15.6%,11.0%,2.6%,68.1%,75.3%,52.5%,68.0%,34.2%,50.5%,1.07,QF (Rio de Janeiro)
2025,38,22,16,57.9%,53-38,58.2%,494-454,52.1%,13-13,50.0%,35,87.0%,15.9%,13.7%,2.1%,68.2%,75.7%,53.8%,68.7%,33.1%,50.9%,1.06,QF (5x)
2024,45,32,13,71.1%,74-34,68.5%,607-503,54.7%,18-10,64.3%,45,89.8%,19.4%,12.9%,1.8%,68.5%,78.1%,51.9%,69.8%,35.0%,52.1%,1.16,W (3x)
2023,24,12,12,50.0%,33-25,56.9%,301-280,51.8%,6-8,42.9%,23,89.7%,14.4%,12.1%,2.2%,65.0%,79.2%,51.0%,69.3%,33.4%,50.9%,1.09,F (United Cup)
2022,44,32,12,72.7%,80-44,64.5%,665-573,53.7%,16-10,61.5%,40,87.8%,18.2%,14.2%,2.4%,64.0%,78.4%,51.3%,68.6%,34.6%,51.4%,1.10,W (2x)
2021,55,42,13,76.4%,102-43,70.3%,811-646,55.7%,19-11,63.3%,52,90.0%,20.9%,14.0%,2.0%,64.2%,79.4%,53.0%,69.9%,36.3%,52.9%,1.21,W (2x)
2020,15,9,6,60.0%,29-17,63.0%,256-215,54.4%,5-6,45.5%,15,90.9%,18.3%,11.2%,2.5%,61.5%,80.6%,57.1%,71.5%,35.7%,52.7%,1.25,QF (Rome Masters)
2019,67,43,24,64.2%,104-68,60.5%,934-836,52.8%,23-20,53.5%,67,88.0%,17.6%,11.4%,2.7%,61.6%,78.2%,54.4%,69.0%,34.7%,51.5%,1.12,W (2x)
2018,39,19,20,48.7%,49-54,47.6%,504-526,48.9%,9-8,52.9%,39,83.0%,15.1%,9.6%,2.6%,62.1%,74.8%,52.5%,66.3%,34.2%,49.8%,1.02,W (Gstaad)
2017,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,50.0%,0.0%,1.6%,4.9%,50.8%,61.3%,36.7%,49.2%,17.9%,37.0%,0.35,R64 (Rome Masters)
Career,340,217,123,63.8%,537-337,61.4%,4704-4171,53.0%,110-87,55.8%,328,88.0%,17.7%,12.4%,2.3%,64.4%,77.8%,53.0%,69.0%,34.7%,51.5%,1.12,
