Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,115,59,56,51.3%,147-142,50.9%,1454-1444,50.2%,33-23,58.9%,109,77.0%,23.6%,4.8%,3.9%,61.8%,69.1%,50.7%,62.0%,37.8%,50.0%,1.00
Clay,138,85,53,61.6%,202-141,58.9%,1754-1508,53.8%,19-25,43.2%,137,75.8%,31.6%,3.3%,3.7%,65.0%,66.4%,51.4%,61.1%,41.9%,51.4%,1.08
Grass,17,7,10,41.2%,22-28,44.0%,236-260,47.6%,4-4,50.0%,17,74.6%,20.5%,4.4%,4.3%,62.8%,69.1%,46.3%,60.6%,36.0%,48.5%,0.91
Grand Slams,35,18,17,51.4%,68-62,52.3%,639-613,51.0%,6-8,42.9%,35,76.4%,26.2%,4.5%,3.8%,64.0%,68.3%,50.3%,61.8%,38.8%,50.4%,1.02
Masters,81,49,32,60.5%,106-81,56.7%,980-911,51.8%,24-19,55.8%,81,78.6%,25.3%,4.4%,3.9%,64.0%,68.7%,52.0%,62.7%,38.4%,50.7%,1.03
Other Tours,142,77,65,54.2%,182-155,54.0%,1669-1559,51.7%,23-20,53.5%,141,74.7%,28.6%,3.6%,3.8%,62.9%,66.9%,50.0%,60.6%,40.7%,50.6%,1.03
Best of 5,35,18,17,51.4%,68-62,52.3%,639-613,51.0%,6-8,42.9%,35,76.4%,26.2%,4.5%,3.8%,64.0%,68.3%,50.3%,61.8%,38.8%,50.4%,1.02
Best of 3,235,133,102,56.6%,303-249,54.9%,2805-2599,51.9%,50-44,53.2%,228,76.2%,27.7%,3.9%,3.9%,63.4%,67.5%,50.8%,61.4%,40.0%,50.7%,1.04
Finals,7,4,3,57.1%,8-8,50.0%,74-82,47.4%,2-1,66.7%,7,68.8%,25.0%,1.6%,4.0%,66.2%,60.2%,53.0%,57.8%,40.0%,49.2%,0.95
Semi-finals,18,7,11,38.9%,18-24,42.9%,199-213,48.3%,3-5,37.5%,18,73.3%,23.8%,3.4%,4.2%,64.4%,66.6%,50.4%,60.9%,38.8%,49.5%,0.99
Quarter-finals,33,18,15,54.5%,41-39,51.2%,384-374,50.7%,5-3,62.5%,33,73.9%,27.2%,3.5%,4.3%,63.6%,67.5%,47.5%,60.2%,39.9%,50.2%,1.00
vs Righties,232,130,102,56.0%,317-269,54.1%,2952-2758,51.7%,44-45,49.4%,226,76.1%,27.3%,3.9%,3.9%,63.4%,67.5%,50.8%,61.4%,39.7%,50.6%,1.03
vs Lefties,35,19,16,54.3%,49-40,55.1%,456-420,52.1%,10-7,58.8%,34,76.6%,28.7%,4.5%,3.9%,64.9%,68.3%,49.9%,61.9%,40.4%,51.0%,1.06
vs Top 10,37,16,21,43.2%,42-52,44.7%,444-483,47.9%,5-10,33.3%,36,73.6%,23.0%,2.8%,3.8%,64.1%,65.2%,50.0%,59.7%,37.3%,48.7%,0.93
