Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Buenos Aires F,W vs Darderi,67.2%,64.1%,1.7%,1/0,2.40,7.4%,57.6%,47.4%,3.0%,2.33,14.3%,90.9%,80.0%,0.0%,2.48,0.0%
2025 Vienna R16,L vs Bublik,51.5%,47.1%,9.1%,4/2,2.57,16.7%,52.0%,38.5%,6.0%,2.76,23.5%,66.7%,75.0%,25.0%,2.31,7.7%
2025 Davis Cup Qualifiers RR,W vs Van De Zandschulp,74.1%,63.3%,11.1%,6/3,2.52,8.2%,74.0%,56.8%,8.0%,2.47,13.8%,88.9%,75.0%,18.5%,2.60,0.0%
2025 Wimbledon R128,L vs Borges,49.6%,57.1%,3.5%,2/2,2.21,20.0%,44.2%,55.9%,5.2%,2.20,29.6%,61.1%,59.1%,0.0%,2.23,0.0%
2025 Rome R16,L vs Sinner,85.7%,46.2%,4.4%,3/1,2.19,1.4%,85.0%,39.2%,3.3%,2.12,2.0%,87.1%,59.3%,6.5%,2.33,0.0%
2025 Madrid SF,L vs Ruud,71.8%,55.7%,1.2%,1/0,2.15,2.1%,66.1%,56.8%,0.0%,2.02,3.7%,92.3%,54.2%,3.8%,2.33,0.0%
2025 Madrid QF,W vs Mensik,60.0%,50.9%,2.1%,1/1,2.59,1.7%,51.6%,37.5%,1.6%,2.61,2.4%,80.6%,68.0%,3.2%,2.56,0.0%
2025 Madrid R16,W vs Zverev,72.3%,35.3%,0.0%,0/0,2.33,8.2%,71.1%,29.6%,0.0%,2.02,14.3%,77.8%,57.1%,0.0%,2.74,0.0%
2025 Munich SF,L vs Shelton,62.8%,49.2%,0.0%,0/0,2.50,7.6%,62.3%,51.5%,0.0%,2.50,10.9%,74.3%,46.2%,0.0%,2.50,0.0%
2025 Monte Carlo R32,L vs Alcaraz,85.5%,40.0%,2.6%,1/1,2.65,0.0%,90.2%,35.1%,2.4%,2.65,0.0%,87.5%,46.4%,3.1%,2.65,0.0%
2025 Miami QF,L vs Dimitrov,65.7%,43.7%,6.5%,3/4,2.52,36.6%,59.1%,33.3%,4.5%,2.41,36.0%,82.1%,56.3%,10.3%,2.69,37.5%
2025 Indian Wells QF,L vs Alcaraz,68.5%,34.0%,1.4%,1/0,2.63,31.5%,70.8%,35.3%,0.0%,2.66,39.5%,80.0%,31.3%,5.0%,2.50,0.0%
2025 Indian Wells R32,W vs Van De Zandschulp,80.7%,47.8%,14.0%,3/5,2.48,3.6%,81.1%,43.3%,10.8%,2.44,6.5%,88.9%,56.3%,22.2%,2.54,0.0%
2025 Buenos Aires F,L vs Fonseca,77.3%,44.8%,2.7%,1/1,2.29,10.7%,77.1%,35.1%,2.1%,2.27,14.7%,84.0%,61.9%,4.0%,2.32,4.5%
2025 Buenos Aires QF,W vs Zverev,59.8%,63.3%,0.0%,0/0,2.31,1.5%,55.9%,57.6%,0.0%,2.34,2.2%,80.0%,75.0%,0.0%,2.25,0.0%
2025 Buenos Aires R16,W vs Cerundolo,78.2%,55.8%,1.8%,1/0,2.75,0.0%,77.4%,58.3%,0.0%,2.65,0.0%,90.5%,52.6%,4.8%,2.93,0.0%
2024 Almaty R16,W vs Engel,69.9%,49.0%,4.1%,2/1,2.34,2.9%,60.9%,46.4%,4.3%,2.03,5.9%,88.5%,52.2%,3.8%,2.64,0.0%
2024 Cincinnati R64,L vs Khachanov,64.6%,38.7%,2.1%,1/0,-,27.3%,64.5%,35.0%,3.2%,-,47.4%,78.6%,45.5%,0.0%,-,0.0%
2024 Olympics R16,L vs Ruud,71.0%,27.3%,6.5%,2/2,2.36,6.1%,72.1%,29.0%,4.7%,2.23,8.3%,86.7%,23.1%,13.3%,2.72,0.0%
2024 Umag F,W vs Musetti,73.5%,52.8%,5.1%,3/2,2.23,4.8%,66.1%,51.2%,4.8%,2.14,6.3%,88.6%,54.8%,5.7%,2.50,0.0%
Career (58 matches),,72.7%,49.4%,3.6%,56.9%,2.32,6.9%,69.5%,46.1%,3.0%,2.31,9.4%,85.6%,54.8%,5.1%,2.33,2.0%
