Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),20,2020,21,1908,19,1869,15,1870,46,1676,,,,
2025,21,2035,24,1875,26,1832,19,1846,54,1660,,,,
2024,30,1620,36,1836,38,1769,22,1827,47,1675,295,225,,
2023,21,1760,25,1865,35,1779,15,1845,29,1729,,,,
2022,30,1395,63,1762,102,1636,36,1775,104,1565,,,,
2021,127,582,124,1661,158,1546,98,1649,117,1548,,,,
2020,139,471,54,1762,,,33,1749,,,770,43,,
2019,248,190,249,1494,288,1404,197,1483,,,927,28,,
2017,1333,3,,,,,,,,,1535,6,,
2016,1392,3,,,,,,,,,,,,
