Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,32,19,13,59.4%,47-33,58.8%,408-378,51.9%,11-3,78.6%,30,76.1%,26.1%,5.2%,3.1%,61.3%,69.0%,51.9%,62.4%,39.0%,50.9%,1.04
Clay,30,20,10,66.7%,44-22,66.7%,350-269,56.5%,4-3,57.1%,30,78.1%,34.3%,4.2%,4.1%,61.1%,69.0%,53.2%,62.9%,42.9%,52.8%,1.16
Grass,2,0,2,0.0%,2-5,28.6%,30-38,44.1%,0-1,0.0%,2,72.7%,17.6%,5.2%,2.4%,65.1%,69.6%,45.9%,61.3%,30.3%,46.4%,0.78
Grand Slams,8,4,4,50.0%,15-14,51.7%,139-139,50.0%,2-1,66.7%,8,77.4%,21.0%,4.8%,3.6%,61.2%,71.3%,52.5%,64.0%,35.4%,50.2%,0.98
Masters,28,19,9,67.9%,40-22,64.5%,326-288,53.1%,9-3,75.0%,28,78.0%,27.4%,5.2%,3.3%,63.6%,67.8%,55.0%,63.1%,39.7%,51.4%,1.08
Other Tours,26,15,11,57.7%,36-22,62.1%,300-238,55.8%,3-2,60.0%,26,75.2%,35.6%,4.2%,3.8%,59.1%,69.3%,49.4%,61.2%,43.5%,52.4%,1.12
Best of 5,8,4,4,50.0%,15-14,51.7%,139-139,50.0%,2-1,66.7%,8,77.4%,21.0%,4.8%,3.6%,61.2%,71.3%,52.5%,64.0%,35.4%,50.2%,0.98
Best of 3,56,35,21,62.5%,78-46,62.9%,649-546,54.3%,13-6,68.4%,54,76.7%,31.2%,4.7%,3.5%,61.4%,68.5%,52.2%,62.2%,41.5%,51.9%,1.10
Finals,1,1,0,100.0%,2-0,100.0%,12-6,66.7%,0-0,-,1,88.9%,44.4%,1.5%,5.9%,52.9%,61.1%,62.5%,61.8%,48.3%,55.6%,1.26
Semi-finals,5,1,4,20.0%,4-8,33.3%,59-64,48.0%,0-2,0.0%,5,73.8%,23.3%,3.2%,3.8%,63.2%,67.7%,53.3%,62.4%,38.0%,49.8%,1.01
Quarter-finals,7,5,2,71.4%,11-6,64.7%,87-69,55.8%,2-1,66.7%,7,78.9%,32.5%,5.6%,3.5%,60.4%,73.0%,50.0%,63.9%,41.7%,52.7%,1.15
vs Righties,59,37,22,62.7%,87-54,61.7%,727-622,53.9%,13-6,68.4%,57,77.1%,29.7%,4.6%,3.5%,61.2%,68.9%,52.7%,62.6%,40.6%,51.7%,1.09
vs Lefties,5,2,3,40.0%,6-6,50.0%,61-63,49.2%,2-1,66.7%,5,73.3%,24.6%,6.1%,3.2%,63.2%,71.1%,47.5%,62.4%,37.9%,50.1%,1.01
vs Top 10,11,3,8,27.3%,7-17,29.2%,94-127,42.5%,0-2,0.0%,10,64.3%,21.0%,2.5%,2.8%,64.7%,62.0%,45.4%,56.1%,35.4%,46.0%,0.81
