Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Buenos Aires F,W vs Darderi,25,25,1.0,19.8%,19.8%,24,21,1.1,20.9%,18.3%,17.4%,3.5%,0.5,10.3%,22.2%
2025 Vienna R16,L vs Bublik,23,16,1.4,19.8%,13.8%,19,14,1.4,20.2%,14.9%,5.3%,0.0%,2.0,34.5%,17.2%
2025 Davis Cup RR,W vs Van De Zandschulp,23,22,1.0,15.6%,15.0%,22,18,1.2,16.3%,13.3%,9.6%,6.7%,0.6,12.2%,21.8%
2025 Wimbledon R128,L vs Borges,27,64,0.4,11.8%,27.9%,21,60,0.4,10.0%,28.7%,7.2%,2.9%,0.7,9.6%,13.1%
2025 Rome Masters R16,L vs Sinner,34,46,0.7,19.2%,26.0%,32,43,0.7,18.8%,25.3%,13.5%,2.4%,0.8,11.3%,14.7%
2025 Madrid Masters SF,L vs Ruud,31,28,1.1,20.7%,18.7%,29,25,1.2,21.0%,18.1%,13.8%,5.8%,0.9,15.3%,18.0%
2025 Madrid Masters QF,W vs Mensik,24,28,0.9,13.0%,15.1%,17,23,0.7,10.6%,14.4%,5.0%,3.8%,0.9,17.3%,18.9%
2025 Madrid Masters R16,W vs Zverev,18,27,0.7,15.4%,23.1%,17,25,0.7,15.0%,22.1%,12.4%,2.7%,0.3,5.1%,17.1%
2025 Munich SF,L vs Shelton,20,34,0.6,10.9%,18.5%,19,30,0.6,11.4%,18.0%,7.8%,3.0%,0.4,8.7%,19.6%
2025 Monte Carlo Masters R32,L vs Alcaraz,11,31,0.4,8.4%,23.7%,9,26,0.3,7.5%,21.7%,3.3%,4.2%,0.6,15.3%,24.4%
2025 Miami Masters QF,L vs Dimitrov,31,43,0.7,13.9%,19.3%,24,42,0.6,11.7%,20.4%,9.2%,2.4%,0.8,15.2%,18.4%
2025 Indian Wells Masters QF,L vs Alcaraz,32,31,1.0,21.9%,21.2%,31,27,1.1,23.7%,20.6%,8.4%,4.6%,1.5,23.3%,15.8%
2025 Indian Wells Masters R32,W vs Van De Zandschulp,18,22,0.8,14.1%,17.2%,16,20,0.8,13.2%,16.5%,9.1%,4.1%,0.3,7.0%,24.2%
2025 Buenos Aires F,L vs Fonseca,24,34,0.7,16.8%,23.8%,21,33,0.6,15.8%,24.8%,6.8%,3.0%,1.0,23.8%,23.1%
2025 Buenos Aires QF,W vs Zverev,24,29,0.8,14.2%,17.2%,22,25,0.9,14.2%,16.1%,12.9%,1.3%,0.5,10.1%,21.3%
2025 Buenos Aires R16,W vs Cerundolo,20,27,0.7,18.3%,24.8%,18,26,0.7,17.6%,25.5%,14.7%,2.9%,0.1,2.8%,24.8%
2024 Almaty R16,W vs Engel,16,20,0.8,11.9%,14.8%,10,18,0.6,8.2%,14.8%,5.7%,2.5%,0.5,10.4%,21.5%
2024 US Open R64,L vs Etcheverry,36,64,0.6,12.3%,21.9%,27,59,0.5,10.8%,23.6%,8.0%,2.8%,0.7,14.4%,21.2%
2024 US Open R128,W vs Ofner,17,41,0.4,7.1%,17.2%,12,30,0.4,5.9%,14.9%,5.0%,0.0%,0.5,14.6%,29.3%
2024 Cincinnati Masters R64,L vs Khachanov,21,32,0.7,21.9%,33.3%,19,29,0.7,24.1%,36.7%,12.7%,0.0%,1.5,21.9%,14.6%
Career (67 matches),,1847,2433,0.8,16.1%,21.2%,1643,2214,0.7,15.6%,21.0%,10.7%,3.3%,0.7,12.5%,18.0%
