Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,13,8,5,61.5%,6,4,2,66.7%,2022,2026,R16,13,1.07,5.1%,3.1%,62.1%,71.2%,50.6%,63.4%,39.3%,58.7%,44.0%
Roland Garros,5,Clay,14,8,6,57.1%,8,4,4,50.0%,2021,2025,R16,14,1.07,3.3%,3.5%,68.1%,65.1%,54.4%,61.7%,41.0%,60.7%,41.3%
Wimbledon,5,Grass,8,3,5,37.5%,4,2,2,50.0%,2021,2025,R64,8,0.89,4.8%,4.4%,64.8%,67.8%,46.7%,60.4%,35.3%,61.5%,28.4%
US Open,5,Hard,10,5,5,50.0%,4,1,3,25.0%,2021,2025,R64,10,0.98,5.5%,5.4%,58.7%,68.7%,49.1%,60.6%,38.7%,61.8%,48.5%
Olympics,2,,4,2,2,50.0%,2,1,1,50.0%,2021,2024,R16,3,1.24,5.6%,2.5%,73.1%,70.8%,62.3%,68.5%,39.1%,54.5%,43.5%
Davis Cup,4,,12,7,5,58.3%,8,3,5,37.5%,2022,2025,,6,1.13,3.9%,3.2%,66.1%,65.7%,53.4%,61.6%,43.3%,67.4%,52.2%
Miami Masters,5,Hard,20,15,5,75.0%,8,4,4,50.0%,2022,2026,SF,20,1.15,5.5%,3.8%,66.6%,69.6%,54.4%,64.6%,40.7%,60.8%,50.0%
Indian Wells Masters,5,Hard,11,6,5,54.5%,6,2,4,33.3%,2022,2026,QF,11,1.04,3.1%,4.5%,63.1%,68.0%,52.2%,62.2%,39.1%,63.0%,43.6%
Santiago,4,Clay,8,4,4,50.0%,1,1,0,100.0%,2021,2026,SF,8,1.02,4.8%,4.0%,60.9%,74.1%,45.1%,62.8%,37.9%,63.3%,32.2%
Rio de Janeiro,3,Clay,9,6,3,66.7%,3,1,2,33.3%,2022,2026,SF,9,1.12,4.1%,4.6%,60.4%,70.1%,50.0%,62.1%,42.3%,65.2%,44.4%
Buenos Aires,8,Clay,28,21,7,75.0%,6,4,2,66.7%,2019,2026,W,28,1.12,2.9%,2.9%,66.9%,63.8%,53.1%,60.3%,44.4%,65.0%,43.1%
Paris Masters,4,Hard,10,6,4,60.0%,7,7,0,100.0%,2022,2025,R16,10,0.93,4.6%,3.7%,59.6%,66.0%,51.9%,60.3%,37.0%,65.6%,38.0%
