Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2026 Buenos Aires F,W vs Darderi,53% (8/15),40% (4/10),2/5,1/2,86% (6/7),0/0,0/0,- (0/0),- (0/0)
2025 Vienna R16,L vs Bublik,67% (6/9),0% (0/6),0/0,0/0,25% (1/4),0/2,0/1,- (0/0),- (0/0)
2025 Davis Cup RR,W vs Van De Zandschulp,50% (6/12),40% (6/15),2/3,1/2,63% (5/8),1/1,0/0,60% (3/5),67% (4/6)
2025 Wimbledon R128,L vs Borges,75% (12/16),30% (3/10),1/2,0/0,57% (8/14),3/6,1/2,67% (4/6),17% (1/6)
2025 Rome R16,L vs Sinner,47% (7/15),25% (2/8),0/0,0/0,75% (9/12),3/5,3/4,20% (1/5),25% (1/4)
2025 Madrid SF,L vs Ruud,55% (6/11),17% (3/18),0/0,0/0,44% (4/9),2/4,1/2,- (0/0),- (0/0)
2025 Madrid QF,W vs Mensik,76% (13/17),20% (2/10),2/3,1/2,88% (7/8),1/2,0/0,83% (5/6),33% (2/6)
2025 Madrid R16,W vs Zverev,65% (11/17),67% (2/3),2/4,1/2,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2025 Munich SF,L vs Shelton,75% (12/16),80% (4/5),1/1,0/0,40% (2/5),4/6,1/2,50% (4/8),38% (3/8)
2025 Monte Carlo R32,L vs Alcaraz,83% (5/6),29% (2/7),1/1,0/0,25% (2/8),3/5,2/3,- (0/0),- (0/0)
2025 Miami QF,L vs Dimitrov,82% (14/17),40% (2/5),1/2,0/1,77% (10/13),7/9,0/1,42% (5/12),50% (6/12)
2025 Indian Wells QF,L vs Alcaraz,44% (8/18),11% (1/9),0/0,0/0,33% (1/3),0/2,0/1,60% (3/5),17% (1/6)
2025 Indian Wells R32,W vs Van De Zandschulp,64% (9/14),75% (3/4),2/4,1/2,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2025 Buenos Aires F,L vs Fonseca,78% (7/9),75% (3/4),0/0,0/0,56% (5/9),1/3,0/1,25% (1/4),0% (0/4)
2025 Buenos Aires QF,W vs Zverev,61% (11/18),80% (4/5),2/4,1/2,71% (5/7),0/1,0/0,- (0/0),- (0/0)
2025 Buenos Aires R16,W vs Cerundolo,64% (9/14),43% (3/7),2/3,1/2,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2024 Almaty R16,W vs Engel,77% (10/13),50% (2/4),2/4,1/3,0% (0/1),0/0,0/0,80% (4/5),60% (3/5)
2024 US Open R64,L vs Etcheverry,50% (17/34),71% (5/7),2/2,0/0,69% (11/16),1/4,0/1,- (0/0),- (0/0)
2024 US Open R128,W vs Ofner,68% (17/25),55% (6/11),3/4,1/1,50% (3/6),0/1,0/0,- (0/0),- (0/0)
2024 Cincinnati R64,L vs Khachanov,100% (3/3),0% (0/2),0/0,0/0,29% (2/7),5/7,1/2,- (0/0),- (0/0)
2026 (1 matches),,53.3%,40.0%,40.0%,50.0%,85.7%,-,-,-,-
2025 (15 matches),,65.1%,34.5%,59.3%,46.2%,61.8%,54.3%,47.1%,51.0%,34.6%
2024 (13 matches),,59.1%,31.9%,63.0%,50.0%,56.4%,51.1%,25.0%,76.5%,47.1%
2023 (20 matches),,63.5%,34.8%,50.8%,50.0%,63.0%,43.5%,59.1%,65.2%,20.8%
2022 (10 matches),,61.4%,36.7%,57.1%,100.0%,56.8%,34.6%,30.0%,46.7%,33.3%
Career (96 matches),,61.8%,39.2%,57.2%,55.7%,57.0%,46.6%,44.7%,57.0%,35.4%
