Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
10,Tomas Martin Etcheverry [ARG],6,4,60.0%,0,0,0,-,2018,2026,7,1.07,4.2%,2.7%,57.6%,72.7%,50.6%,63.3%,39.1%,70.9%,31.1%
10,Federico Coria [ARG],4,6,40.0%,0,0,0,-,2016,2024,9,0.97,2.0%,3.2%,65.2%,59.8%,45.6%,54.9%,43.9%,55.9%,44.8%
9,Casper Ruud [NOR],5,4,55.6%,2,1,1,50.0%,2022,2025,9,0.99,3.8%,4.6%,63.2%,67.4%,53.6%,62.3%,37.2%,68.3%,30.3%
7,Alexander Zverev [GER],3,4,42.9%,1,0,1,0.0%,2024,2026,6,0.81,1.8%,2.5%,66.2%,68.3%,49.3%,61.9%,31.0%,51.7%,66.7%
7,Yannick Hanfmann [GER],5,2,71.4%,2,2,0,100.0%,2022,2026,7,1.09,5.6%,3.3%,66.9%,65.3%,53.8%,61.5%,42.0%,62.7%,37.8%
7,Tommy Paul [USA],5,2,71.4%,6,3,3,50.0%,2022,2025,7,1.02,2.6%,4.9%,65.1%,67.3%,43.4%,58.9%,42.0%,50.8%,46.1%
7,Karen Khachanov [RUS],0,7,0.0%,4,0,4,0.0%,2022,2024,7,0.82,4.1%,3.9%,60.6%,63.1%,50.7%,58.2%,34.3%,41.7%,38.9%
6,Thiago Agustin Tirante [ARG],3,3,50.0%,2,2,0,100.0%,2019,2026,4,0.84,1.2%,4.7%,63.6%,54.9%,51.1%,53.5%,38.8%,48.3%,58.8%
6,Jaume Munar [ESP],4,2,66.7%,2,2,0,100.0%,2020,2026,6,1.06,2.2%,3.3%,67.3%,64.2%,53.1%,60.6%,41.9%,68.9%,49.1%
6,Jannik Sinner [ITA],2,4,33.3%,2,0,2,0.0%,2022,2025,5,0.92,3.2%,3.5%,63.2%,64.8%,44.0%,57.1%,39.3%,55.9%,46.7%
6,Roberto Carballes Baena [ESP],5,1,83.3%,1,1,0,100.0%,2020,2025,6,1.25,3.0%,2.5%,63.1%,67.6%,58.9%,64.4%,44.6%,58.8%,46.0%
5,Luciano Darderi [ITA],3,2,60.0%,3,0,3,0.0%,2024,2026,5,1.05,3.0%,3.9%,61.7%,67.4%,53.0%,61.9%,40.1%,67.6%,39.2%
5,Andrey Rublev [RUS],4,1,80.0%,6,5,1,83.3%,2022,2026,5,1.13,6.3%,3.7%,59.3%,73.9%,51.9%,64.9%,39.5%,71.1%,30.0%
5,Carlos Alcaraz [ESP],1,4,20.0%,1,0,1,0.0%,2019,2025,4,0.66,2.2%,6.1%,64.0%,58.2%,36.6%,50.4%,32.6%,41.4%,21.7%
5,Facundo Diaz Acosta [ARG],3,2,60.0%,3,1,2,33.3%,2020,2025,4,1.10,1.2%,3.2%,69.6%,72.1%,40.0%,62.3%,41.4%,52.6%,52.2%
