Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,135,59,76,43.7%,135-176,43.4%,1349-1535,46.8%,12-14,46.2%,134,61.1%,32.1%,2.6%,5.0%,61.1%,60.6%,45.6%,54.7%,42.4%,48.7%,0.94
Clay,54,20,34,37.0%,50-77,39.4%,559-641,46.6%,5-8,38.5%,54,60.5%,31.7%,2.1%,3.6%,64.2%,58.7%,46.2%,54.3%,41.9%,48.2%,0.92
Grass,14,6,8,42.9%,17-17,50.0%,170-162,51.2%,2-2,50.0%,14,65.7%,36.2%,2.5%,4.6%,61.8%,63.9%,45.5%,56.9%,44.1%,50.6%,1.02
Grand Slams,41,20,21,48.8%,47-51,48.0%,447-461,49.2%,4-5,44.4%,41,63.5%,34.4%,2.5%,4.0%,62.0%,60.0%,48.6%,55.7%,43.6%,49.6%,0.98
Premiers,27,9,18,33.3%,23-40,36.5%,248-318,43.8%,3-1,75.0%,27,57.0%,26.4%,1.8%,3.8%,62.0%,56.4%,46.4%,52.6%,39.6%,46.3%,0.83
Internationals,86,34,52,39.5%,83-115,41.9%,898-1010,47.1%,8-8,50.0%,85,60.2%,33.7%,2.6%,4.8%,61.8%,60.6%,44.4%,54.4%,43.0%,48.8%,0.94
Finals,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-0,-,1,27.3%,50.0%,2.5%,6.3%,66.3%,49.1%,33.3%,43.8%,53.8%,47.7%,0.96
Semi-finals,3,1,2,33.3%,4-5,44.4%,38-46,45.2%,0-0,-,3,45.2%,45.2%,1.5%,2.6%,66.8%,55.3%,37.1%,49.3%,47.1%,48.2%,0.93
Quarter-finals,8,2,6,25.0%,4-13,23.5%,65-95,40.6%,1-1,50.0%,8,57.5%,23.1%,2.4%,3.5%,62.7%,60.1%,44.0%,54.1%,37.0%,46.1%,0.81
vs Righties,183,77,106,42.1%,181-243,42.7%,1865-2106,47.0%,17-22,43.6%,181,60.7%,32.6%,2.5%,4.6%,61.9%,60.0%,45.5%,54.5%,42.5%,48.6%,0.93
vs Lefties,17,5,12,29.4%,15-25,37.5%,173-206,45.6%,2-2,50.0%,17,64.7%,27.9%,2.2%,4.2%,63.6%,62.1%,47.5%,56.8%,40.6%,48.6%,0.94
vs Top 10,17,4,13,23.5%,11-27,28.9%,138-196,41.3%,1-2,33.3%,17,53.6%,29.1%,1.7%,4.0%,62.5%,55.0%,45.1%,51.3%,40.8%,46.3%,0.84
