Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Miami R128,L vs Linette,3.8,3.5,4.1,47.1%,47.9%,44.4%,14.3%,51.3%,12.3%,-1.0,-1.0,11.5,11.5
2026 Australian Open R64,L vs Rybakina,3.4,3.8,3.1,35.6%,44.0%,54.5%,80.0%,46.8%,8.5%,0.0,0.0,-1.0,-1.4
2025 Roland Garros R128,L vs Kenin,3.1,2.8,3.3,44.1%,35.3%,40.0%,100.0%,53.5%,10.2%,6.0,9.1,4.5,8.5
2025 Indian Wells R64,L vs Andreeva,4.6,4.4,4.8,50.0%,38.5%,50.0%,40.0%,41.4%,11.4%,-6.0,-5.9,4.0,2.7
2024 Tokyo R16,L vs Fernandez,4.2,3.8,4.5,45.8%,52.8%,37.5%,37.5%,43.2%,11.6%,18.0,16.2,0.5,0.4
2024 US Open R128,L vs Gauff,3.6,4.0,3.3,37.9%,42.9%,36.4%,40.0%,50.7%,12.0%,-7.5,-11.4,10.0,15.2
2024 Cincinnati R32,L vs Swiatek,4.3,4.7,3.8,45.5%,31.7%,50.0%,23.5%,57.2%,11.6%,-1.5,-1.0,-2.0,-1.9
2024 Roland Garros R16,L vs Andreeva,5.4,5.9,4.9,38.2%,56.3%,26.7%,46.2%,41.0%,4.6%,-6.0,-5.3,5.5,3.4
2023 Beijing R32,L vs Swiatek,4.2,4.2,4.3,36.4%,40.0%,57.1%,50.0%,53.1%,6.0%,-5.0,-5.7,3.0,3.9
2023 Wimbledon R64,L vs Sabalenka,2.8,3.1,2.4,50.4%,38.5%,75.0%,0.0%,51.8%,19.5%,2.0,2.5,-2.0,-3.1
2023 Roland Garros R64,L vs Stephens,4.3,4.8,3.8,29.4%,41.2%,69.2%,44.4%,47.9%,8.1%,0.0,0.0,0.0,0.0
2023 Roland Garros R128,W vs Galfi,4.2,4.2,4.2,51.0%,48.6%,69.2%,56.3%,55.2%,10.5%,3.5,2.4,16.0,13.9
2023 Strasbourg R32,W vs Bai,4.7,5.1,4.2,53.3%,43.3%,56.5%,47.8%,50.2%,7.5%,2.0,1.0,7.5,4.1
2023 Miami R16,L vs Kvitova,3.1,2.9,3.2,48.7%,48.1%,44.4%,50.0%,45.3%,13.5%,4.0,5.3,7.0,8.0
2023 Miami R32,W vs Frech,4.3,3.8,4.8,68.6%,60.9%,81.8%,50.0%,53.9%,7.2%,19.0,19.8,14.0,18.7
2023 Indian Wells R16,L vs Rybakina,3.4,3.5,3.2,39.5%,36.1%,77.8%,60.0%,37.2%,8.0%,5.5,8.9,-6.5,-6.4
2023 Indian Wells R32,W vs Kasatkina,5.6,5.9,5.3,54.5%,48.0%,64.0%,52.4%,52.9%,8.1%,16.0,9.1,1.0,0.7
2023 Austin F,L vs Kostyuk,4.2,4.6,3.5,51.5%,47.5%,35.7%,41.7%,52.5%,5.3%,-1.5,-1.2,-5.0,-4.7
2023 Austin SF,W vs Volynets,5.3,4.7,5.9,53.8%,54.7%,41.9%,51.6%,51.4%,6.2%,2.0,0.9,8.0,3.8
2023 Australian Open R128,W vs Kasatkina,4.9,4.8,5.0,50.0%,75.9%,57.1%,75.0%,44.0%,5.6%,10.5,13.3,-1.0,-1.0
Last 52 Weeks (3 matches),,3.5,3.4,3.5,42.5%,43.0%,47.1%,46.2%,50.5%,10.6%,1.7,2.1,5.0,6.6
Career (30 matches),,4.4,4.5,4.3,47.6%,46.7%,51.4%,47.0%,50.7%,8.4%,2.2,1.7,3.8,3.2
