Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,7,5,2,71.4%,11-6,64.7%,82-73,52.9%,0-0,-,7,58.2%,47.4%,2.9%,2.9%,65.1%,59.8%,43.1%,54.0%,48.9%,51.6%,1.06,SF (Paris 125)
2024,9,6,3,66.7%,10-9,52.6%,90-89,50.3%,2-0,100.0%,9,68.5%,33.3%,1.0%,3.1%,65.8%,59.7%,54.0%,57.8%,44.1%,50.6%,1.05,SF (2x)
2023,4,3,1,75.0%,6-3,66.7%,42-32,56.8%,0-0,-,4,71.1%,41.7%,1.7%,0.9%,63.1%,61.9%,52.3%,58.4%,46.7%,52.8%,1.12,SF (Paris 125)
2022,26,13,13,50.0%,32-30,51.6%,301-284,51.5%,3-3,50.0%,23,65.6%,38.4%,2.7%,4.1%,61.7%,61.8%,47.6%,56.3%,45.4%,51.0%,1.04,SF (Rouen 125)
2021,15,9,6,60.0%,20-17,54.1%,185-174,51.5%,0-1,0.0%,12,66.0%,37.8%,3.3%,4.6%,62.6%,60.8%,46.7%,55.5%,44.7%,50.2%,1.00,SF (2x)
2020,6,3,3,50.0%,6-6,50.0%,55-50,52.4%,0-0,-,1,58.3%,41.7%,1.3%,6.7%,40.0%,63.3%,48.9%,54.7%,47.1%,50.3%,1.04,SF (W80 Cagnes-sur-Mer)
2019,58,41,17,70.7%,89-39,69.5%,682-491,58.1%,7-4,63.6%,0,,,,,,,,,,,,W (5x)
2018,20,14,6,70.0%,28-16,63.6%,221-174,55.9%,2-2,50.0%,0,,,,,,,,,,,,W (Antalya $15K)
2017,32,20,12,62.5%,40-26,60.6%,307-261,54.0%,2-1,66.7%,0,,,,,,,,,,,,W (Hammamet $15K)
Career,177,114,63,64.4%,242-152,61.4%,1965-1628,54.7%,16-11,59.3%,56,65.4%,38.9%,2.6%,3.8%,62.6%,61.0%,47.9%,56.1%,45.6%,50.9%,1.04,
