Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Miami R128,L vs Linette,19.8%,31.9%,35.3%,22.8%,40.4%,43.2%,22.6%,53.8%,50.0%,17.2%,20.7%,20.8%,14.3%,53.3%,50.0%,51
2026 Australian Open R64,L vs Rybakina,23.2%,32.1%,39.0%,31.4%,42.9%,37.5%,40.0%,40.0%,50.0%,10.5%,15.8%,41.2%,18.2%,37.5%,-,-9
2025 Roland Garros R128,L vs Kenin,18.8%,29.2%,27.8%,19.4%,32.3%,24.0%,46.7%,25.0%,20.0%,21.4%,28.6%,36.4%,28.6%,85.7%,100.0%,84
2025 Indian Wells R64,L vs Andreeva,18.3%,25.4%,41.5%,18.9%,27.0%,46.7%,26.3%,38.9%,50.0%,20.7%,27.6%,34.8%,18.2%,44.4%,33.3%,73
2024 Tokyo R16,L vs Fernandez,21.6%,29.5%,44.1%,25.9%,33.3%,40.0%,40.0%,51.7%,0.0%,15.2%,24.2%,50.0%,33.3%,50.0%,100.0%,-68
2024 US Open R128,L vs Gauff,12.2%,19.5%,37.5%,15.0%,25.0%,47.1%,45.5%,55.6%,40.0%,11.8%,17.6%,26.7%,11.1%,62.5%,0.0%,-9
2024 Cincinnati R32,L vs Swiatek,20.9%,25.3%,36.8%,29.3%,34.5%,31.7%,44.0%,27.3%,0.0%,6.9%,10.3%,44.4%,0.0%,71.4%,100.0%,-49
2024 Roland Garros R16,L vs Andreeva,10.8%,16.9%,43.9%,6.8%,15.9%,43.9%,40.0%,20.8%,33.3%,20.0%,20.0%,43.8%,8.3%,75.0%,66.7%,-46
2023 Beijing R32,L vs Swiatek,20.7%,29.3%,38.6%,34.5%,48.3%,47.4%,50.0%,26.7%,50.0%,7.4%,11.1%,32.0%,25.0%,36.4%,0.0%,-39
2023 Wimbledon R64,L vs Sabalenka,30.2%,35.4%,41.9%,30.6%,37.1%,39.5%,55.6%,42.9%,44.4%,34.5%,37.9%,47.4%,35.3%,33.3%,-,73
2023 Roland Garros R64,L vs Stephens,11.9%,15.3%,40.0%,15.8%,15.8%,34.4%,38.9%,70.0%,50.0%,5.3%,15.8%,50.0%,10.0%,77.8%,100.0%,-64
2023 Roland Garros R128,W vs Galfi,24.0%,32.3%,50.7%,25.0%,35.7%,54.8%,51.7%,44.4%,33.3%,25.0%,30.6%,44.4%,26.7%,81.0%,75.0%,17
2023 Strasbourg R32,W vs Bai,11.8%,22.5%,54.5%,13.7%,26.0%,55.6%,58.1%,57.1%,83.3%,7.4%,14.8%,52.0%,6.3%,72.7%,100.0%,-39
2023 Miami R16,L vs Kvitova,38.0%,46.5%,46.3%,43.2%,56.8%,66.7%,47.6%,25.0%,-,35.5%,38.7%,25.0%,37.5%,30.4%,0.0%,3
2023 Miami R32,W vs Frech,25.0%,47.7%,68.8%,19.4%,48.4%,76.0%,26.7%,18.8%,0.0%,41.7%,50.0%,42.9%,16.7%,33.3%,-,-11
2023 Indian Wells R16,L vs Rybakina,8.8%,17.6%,37.5%,10.3%,23.1%,40.0%,39.1%,25.0%,0.0%,8.7%,13.0%,33.3%,20.0%,53.8%,75.0%,-39
2023 Indian Wells R32,W vs Kasatkina,8.5%,9.9%,47.7%,4.5%,6.8%,50.0%,73.9%,33.3%,0.0%,14.8%,14.8%,43.5%,0.0%,82.4%,100.0%,-104
2023 Austin F,L vs Kostyuk,13.8%,17.5%,37.5%,13.2%,18.9%,41.3%,30.8%,18.5%,16.7%,18.2%,18.2%,27.8%,0.0%,41.7%,66.7%,52
2023 Austin SF,W vs Volynets,22.7%,26.8%,40.3%,31.1%,36.1%,47.6%,41.4%,31.3%,25.0%,9.1%,12.1%,30.0%,13.3%,77.8%,100.0%,-23
2023 Australian Open R128,W vs Kasatkina,4.8%,16.7%,63.2%,3.6%,17.9%,63.0%,23.1%,46.7%,50.0%,8.3%,16.7%,63.6%,14.3%,60.0%,-,-36
Last 52 Weeks (3 matches),,20.5%,31.3%,34.5%,24.4%,39.0%,36.6%,32.8%,41.9%,42.1%,16.1%,21.0%,30.8%,18.8%,56.7%,66.7%,41
Career (30 matches),,19.0%,26.3%,44.4%,22.3%,31.8%,46.7%,44.8%,38.2%,33.8%,15.7%,20.0%,40.9%,16.8%,56.7%,62.5%,27
