Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Miami R128,L vs Linette,55% (6/11),67% (4/6),2/7,73% (8/11),13% (1/8),1/3,0/1,1/1,0/0,0/0
2026 Australian Open R64,L vs Rybakina,30% (3/10),67% (2/3),1/3,50% (5/10),0% (0/5),2/2,0/0,1/3,0/0,0/1
2025 Roland Garros R128,L vs Kenin,38% (3/8),67% (2/3),2/5,75% (6/8),0% (0/6),1/2,0/0,0/1,0/0,0/0
2025 Indian Wells R64,L vs Andreeva,45% (5/11),80% (4/5),0/6,64% (7/11),14% (1/7),2/4,0/0,2/2,0/0,0/0
2024 Tokyo R16,L vs Fernandez,38% (5/13),40% (2/5),1/4,43% (6/14),17% (1/6),2/2,1/1,1/2,0/0,1/2
2024 US Open R128,L vs Gauff,57% (4/7),0% (0/4),0/5,71% (5/7),0% (0/5),0/0,0/0,0/0,0/0,0/0
2024 Cincinnati R32,L vs Swiatek,15% (2/13),100% (2/2),1/6,69% (9/13),22% (2/9),1/2,0/0,3/4,0/0,3/3
2024 Wimbledon R128,W vs Tsurenko,63% (5/8),100% (5/5),0/1,13% (1/8),0% (0/1),4/4,1/1,0/0,0/0,0/0
2024 Roland Garros R16,L vs Andreeva,50% (5/10),40% (2/5),1/5,70% (7/10),29% (2/7),1/2,0/0,0/0,0/0,0/0
2023 Beijing R32,L vs Swiatek,13% (1/8),100% (1/1),1/4,67% (6/9),17% (1/6),1/1,0/0,1/2,0/0,0/1
2023 US Open R128,L vs Townsend,33% (3/9),33% (1/3),1/4,44% (4/9),0% (0/4),1/1,0/0,2/2,0/0,1/1
2023 Wimbledon R64,L vs Sabalenka,21% (3/14),100% (3/3),1/4,57% (8/14),50% (4/8),2/2,0/0,0/0,0/0,0/0
2023 Wimbledon R128,W vs Giorgi,67% (6/9),67% (4/6),0/1,33% (3/9),67% (2/3),3/4,2/3,0/0,1/1,0/0
2023 Roland Garros R64,L vs Stephens,14% (1/7),0% (0/1),0/4,63% (5/8),0% (0/5),0/0,0/0,1/2,0/0,0/1
2023 Roland Garros R128,W vs Galfi,50% (6/12),67% (4/6),1/3,46% (6/13),50% (3/6),2/3,1/1,0/0,1/1,0/0
2023 Strasbourg R32,W vs Bai,33% (5/15),80% (4/5),3/4,40% (6/15),33% (2/6),2/3,1/1,1/1,0/0,0/0
2023 Miami R16,L vs Kvitova,42% (5/12),20% (1/5),0/2,17% (2/12),0% (0/2),1/1,0/1,0/0,0/0,0/0
2023 Miami R32,W vs Frech,71% (5/7),100% (5/5),1/1,13% (1/8),0% (0/1),4/5,2/2,0/0,1/1,0/0
2023 Indian Wells R16,L vs Rybakina,71% (5/7),40% (2/5),1/5,88% (7/8),0% (0/7),0/2,0/0,0/2,0/0,0/1
2023 Indian Wells R32,W vs Kasatkina,70% (7/10),86% (6/7),2/4,40% (4/10),0% (0/4),4/4,0/0,0/0,0/0,0/0
2026 (2 matches),,42.9%,66.7%,30.0%,61.9%,7.7%,60.0%,0.0%,50.0%,-,0.0%
2025 (2 matches),,42.1%,75.0%,18.2%,68.4%,7.7%,50.0%,-,66.7%,-,-
2024 (5 matches),,41.2%,52.4%,14.3%,53.8%,17.9%,80.0%,100.0%,66.7%,-,80.0%
2023 (14 matches),,47.6%,75.0%,43.1%,47.0%,18.6%,67.4%,63.6%,45.5%,100.0%,20.0%
2022 (4 matches),,33.3%,61.5%,9.1%,46.3%,31.6%,87.5%,60.0%,50.0%,100.0%,50.0%
Career (90 matches),,51.7%,75.8%,37.0%,49.7%,21.5%,64.1%,65.4%,56.7%,83.3%,53.6%
