Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,22,9,13,40.9%,21-33,38.9%,225-269,45.5%,1-5,16.7%,22,59.6%,32.1%,3.9%,6.6%,60.1%,60.2%,44.2%,53.8%,41.5%,47.8%,0.90
Clay,10,4,6,40.0%,9-13,40.9%,94-104,47.5%,0-1,0.0%,10,62.6%,32.7%,1.9%,4.4%,62.2%,60.2%,44.6%,54.3%,42.2%,48.4%,0.92
Grass,4,2,2,50.0%,6-5,54.5%,61-57,51.7%,1-1,50.0%,4,62.1%,41.4%,2.0%,3.4%,64.9%,60.2%,45.5%,55.0%,46.1%,50.6%,1.02
Grand Slams,4,1,3,25.0%,3-7,30.0%,42-52,44.7%,1-1,50.0%,4,43.5%,45.7%,2.5%,5.6%,59.9%,52.4%,42.2%,48.3%,47.2%,47.7%,0.91
Premiers,4,2,2,50.0%,4-6,40.0%,46-46,50.0%,0-0,-,4,58.3%,40.9%,2.3%,4.5%,59.4%,59.2%,42.9%,52.6%,44.4%,48.7%,0.94
Internationals,10,4,6,40.0%,10-13,43.5%,101-114,47.0%,0-0,-,10,60.7%,33.3%,2.6%,4.8%,63.7%,60.3%,44.0%,54.4%,41.4%,48.3%,0.91
Semi-finals,1,0,1,0.0%,1-2,33.3%,14-15,48.3%,0-0,-,1,50.0%,46.7%,3.3%,3.3%,66.7%,56.7%,36.7%,50.0%,48.1%,49.0%,0.96
Quarter-finals,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,37.5%,0.0%,1.9%,9.6%,59.6%,54.8%,38.1%,48.1%,24.3%,38.2%,0.47
vs Righties,33,15,18,45.5%,34-45,43.0%,349-388,47.4%,2-7,22.2%,33,60.9%,34.3%,3.2%,5.5%,61.1%,60.2%,44.7%,54.2%,42.6%,48.5%,0.93
vs Lefties,2,0,2,0.0%,2-4,33.3%,25-30,45.5%,0-0,-,2,59.3%,32.1%,2.3%,4.5%,68.2%,59.2%,41.1%,53.4%,42.9%,47.9%,0.92
vs Top 10,3,0,3,0.0%,0-6,0.0%,18-38,32.1%,0-1,0.0%,3,48.1%,17.9%,2.5%,4.6%,62.4%,54.5%,40.5%,49.2%,35.2%,42.3%,0.69
