Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,15,8,7,53.3%,1,1,0,100.0%,2020,2026,R32,15,1.06,3.2%,4.1%,64.4%,62.8%,51.4%,58.7%,43.7%,45.1%,40.7%
Roland Garros,6,Clay,14,8,6,57.1%,2,0,2,0.0%,2020,2025,R16,14,0.95,2.4%,3.1%,62.2%,57.0%,51.7%,55.0%,43.0%,55.1%,46.8%
Wimbledon,4,Grass,6,2,4,33.3%,4,2,2,50.0%,2021,2025,R64,6,1.04,2.7%,4.9%,59.3%,62.3%,45.1%,55.3%,46.3%,60.0%,44.6%
US Open,7,Hard,15,8,7,53.3%,4,2,2,50.0%,2019,2025,R32,15,1.00,2.4%,5.1%,58.7%,62.6%,44.8%,55.3%,44.9%,58.6%,45.4%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2024,2024,R64,1,0.96,7.1%,0.0%,82.1%,60.9%,40.0%,57.1%,41.2%,40.0%,50.0%
Miami,5,Hard,11,6,5,54.5%,4,2,2,50.0%,2021,2026,R16,11,1.10,2.1%,4.7%,63.9%,68.9%,42.7%,59.4%,44.6%,58.1%,50.6%
Indian Wells,4,Hard,10,6,4,60.0%,3,2,1,66.7%,2023,2026,R16,10,1.00,1.2%,5.0%,59.6%,58.6%,49.1%,54.8%,45.2%,50.6%,40.4%
Dubai,3,Hard,10,7,3,70.0%,1,0,1,0.0%,2022,2026,R16,10,0.97,3.2%,3.9%,64.2%,57.7%,53.5%,56.2%,42.4%,58.6%,51.5%
Doha,4,Hard,9,5,4,55.6%,2,1,1,50.0%,2020,2026,R16,9,1.01,2.6%,5.4%,61.4%,59.3%,49.8%,55.6%,44.6%,46.9%,47.9%
Hobart,4,Hard,5,1,4,20.0%,1,1,0,100.0%,2023,2026,R16,5,0.86,2.4%,7.1%,59.9%,55.1%,40.9%,49.4%,43.7%,51.6%,57.1%
Auckland,3,Hard,6,3,3,50.0%,1,0,1,0.0%,2023,2026,QF,6,0.94,5.2%,5.2%,65.7%,62.0%,46.8%,56.8%,40.8%,52.8%,44.7%
