Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,29,20,9,69.0%,22,9,13,40.9%,2018,2026,SF,29,1.18,8.3%,2.0%,62.3%,74.2%,53.6%,66.4%,39.6%,62.4%,39.8%
Roland Garros,8,Clay,18,10,8,55.6%,6,3,3,50.0%,2016,2025,QF,16,1.03,4.3%,2.4%,62.8%,67.8%,52.8%,62.2%,38.9%,59.9%,47.9%
Wimbledon,6,Grass,18,12,6,66.7%,7,5,2,71.4%,2016,2025,QF,17,1.17,6.7%,2.8%,61.4%,74.4%,56.2%,67.4%,38.1%,63.2%,43.6%
US Open,10,Hard,24,14,10,58.3%,13,6,7,46.2%,2015,2025,R16,20,1.03,6.6%,3.9%,60.3%,70.9%,50.2%,62.7%,38.5%,59.1%,40.5%
Olympics,2,,5,3,2,60.0%,2,1,1,50.0%,2021,2024,QF,4,1.28,5.6%,1.2%,78.2%,71.1%,56.4%,67.9%,41.1%,61.5%,26.8%
Davis Cup,4,,9,6,3,66.7%,6,3,3,50.0%,2020,2026,,4,1.05,9.0%,3.0%,59.0%,69.0%,42.7%,58.2%,43.7%,50.0%,46.9%
Miami Masters,7,Hard,17,10,7,58.8%,8,3,5,37.5%,2016,2026,QF,17,1.13,8.8%,2.8%,61.3%,74.8%,55.6%,67.3%,36.8%,51.4%,35.4%
Indian Wells Masters,6,Hard,20,14,6,70.0%,5,2,3,40.0%,2021,2026,SF,20,1.15,4.5%,3.1%,60.4%,70.4%,51.7%,63.0%,42.6%,61.6%,41.8%
Delray Beach,7,Hard,19,12,7,63.2%,3,2,1,66.7%,2016,2026,F,19,1.11,9.6%,3.2%,61.3%,73.8%,50.2%,64.6%,39.3%,62.1%,35.3%
Dallas,3,Hard,10,8,2,80.0%,4,3,1,75.0%,2024,2026,W,10,1.20,8.4%,2.2%,62.9%,76.0%,56.9%,68.9%,37.3%,59.5%,39.4%
Adelaide,4,Hard,14,10,4,71.4%,2,1,1,50.0%,2020,2026,SF,14,1.24,10.6%,2.3%,60.4%,73.3%,61.0%,68.4%,39.3%,69.5%,49.4%
Cincinnati Masters,8,Hard,16,8,8,50.0%,9,6,3,66.7%,2015,2025,R16,15,1.03,6.8%,3.4%,61.2%,70.9%,50.9%,63.2%,38.0%,66.9%,42.5%
