Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,257,157,100,61.1%,381-281,57.6%,3431-3052,52.9%,53-62,46.1%,251,81.0%,25.1%,7.1%,2.8%,61.0%,72.1%,52.9%,64.6%,38.9%,51.5%,1.10
Clay,65,35,30,53.8%,94-84,52.8%,877-856,50.6%,15-14,51.7%,64,76.3%,25.0%,4.4%,2.6%,61.6%,67.8%,52.4%,61.9%,37.9%,50.0%,1.00
Grass,39,25,14,64.1%,71-42,62.8%,608-514,54.2%,11-8,57.9%,39,84.3%,23.4%,7.2%,2.8%,62.1%,73.8%,54.1%,66.3%,37.5%,51.9%,1.11
Grand Slams,73,47,26,64.4%,162-112,59.1%,1404-1201,53.9%,17-21,44.7%,73,81.1%,26.7%,6.8%,2.6%,61.9%,72.2%,53.2%,64.9%,39.1%,51.9%,1.11
Masters,105,62,43,59.0%,144-108,57.1%,1310-1195,52.3%,24-22,52.2%,105,79.0%,25.8%,5.8%,2.6%,60.5%,70.4%,53.1%,63.6%,38.9%,51.0%,1.07
Other Tours,174,102,72,58.6%,228-180,55.9%,2093-1937,51.9%,35-38,47.9%,172,81.3%,22.8%,6.9%,2.9%,61.4%,71.7%,52.9%,64.4%,37.9%,51.1%,1.06
Best of 5,73,47,26,64.4%,162-112,59.1%,1404-1201,53.9%,17-21,44.7%,73,81.1%,26.7%,6.8%,2.6%,61.9%,72.2%,53.2%,64.9%,39.1%,51.9%,1.11
Best of 3,288,170,118,59.0%,384-295,56.6%,3512-3221,52.2%,62-63,49.6%,281,80.3%,24.1%,6.5%,2.8%,61.0%,71.2%,52.8%,64.0%,38.3%,51.1%,1.07
Finals,8,4,4,50.0%,10-10,50.0%,94-96,49.5%,2-0,100.0%,8,78.7%,19.1%,5.6%,2.8%,62.7%,68.5%,56.4%,64.0%,36.4%,50.2%,1.01
Semi-finals,20,8,12,40.0%,23-28,45.1%,246-256,49.0%,5-5,50.0%,20,76.4%,21.5%,6.0%,2.4%,61.6%,66.5%,53.4%,61.5%,38.6%,49.9%,1.00
Quarter-finals,45,20,25,44.4%,53-60,46.9%,534-557,48.9%,8-11,42.1%,45,76.7%,21.3%,6.3%,2.6%,62.2%,70.2%,51.1%,63.0%,36.6%,49.7%,0.99
vs Righties,309,182,127,58.9%,464-357,56.5%,4233-3814,52.6%,67-79,45.9%,302,80.4%,25.1%,6.6%,2.7%,61.2%,71.3%,52.7%,64.0%,38.6%,51.2%,1.07
vs Lefties,50,33,17,66.0%,78-50,60.9%,657-592,52.6%,10-5,66.7%,50,81.4%,23.0%,6.7%,2.7%,61.9%,72.8%,54.3%,65.7%,38.0%,51.5%,1.11
vs Top 10,43,14,29,32.6%,38-76,33.3%,506-619,45.0%,7-16,30.4%,43,70.5%,20.6%,4.6%,2.7%,62.7%,64.4%,48.9%,58.6%,35.8%,47.6%,0.87
