Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Miami QF,L vs Fils,0.0%,-,10.0%,87.0%,12.8%,10.5%,6.7%,6.9%,7.7%,0.5%,50.0%,-43,-31
2026 Indian Wells R32,L vs Fonseca,7.1%,100.0%,18.5%,60.0%,6.0%,2.8%,0.0%,6.7%,12.5%,0.5%,0.0%,-3,-35
2026 Delray Beach F,L vs Korda,1.9%,100.0%,7.6%,88.9%,8.8%,14.3%,0.0%,6.2%,20.0%,0.0%,-,-35,-32
2026 Brisbane R32,L vs Mpetshi Perricard,0.0%,-,8.3%,70.6%,22.2%,20.0%,66.7%,9.5%,20.0%,0.0%,-,1,-17
2025 Wimbledon R128,W vs Monday,14.3%,100.0%,13.6%,85.7%,13.8%,18.8%,0.0%,13.2%,16.7%,2.5%,25.0%,59,77
2025 Roland Garros QF,L vs Alcaraz,0.0%,-,12.7%,66.7%,9.5%,14.3%,9.1%,7.0%,50.0%,0.5%,0.0%,-34,-54
2025 Roland Garros R32,W vs Khachanov,5.3%,62.5%,15.7%,68.6%,17.6%,24.6%,13.3%,7.7%,36.8%,1.6%,44.4%,-24,-21
2025 Roland Garros R128,W vs Moller,4.9%,50.0%,10.5%,69.2%,10.5%,23.1%,50.0%,3.7%,9.1%,0.8%,50.0%,-32,-33
2025 Rome SF,L vs Sinner,2.7%,100.0%,5.9%,62.5%,7.9%,4.3%,0.0%,6.3%,37.5%,0.3%,0.0%,-67,-73
2025 Rome QF,W vs Hurkacz,1.1%,100.0%,9.3%,80.0%,10.3%,9.4%,28.6%,6.0%,22.2%,0.6%,50.0%,-39,-59
2025 Madrid R64,W vs Fonseca,10.8%,100.0%,9.9%,89.5%,18.3%,13.6%,22.2%,3.2%,33.3%,1.1%,66.7%,7,-28
2025 Houston SF,L vs Brooksby,3.8%,75.0%,15.9%,74.3%,18.1%,25.7%,0.0%,11.1%,29.0%,2.1%,44.4%,12,27
2025 Indian Wells R16,L vs Medvedev,5.9%,33.3%,16.0%,52.9%,6.4%,9.5%,0.0%,3.5%,12.5%,1.9%,40.0%,-13,-29
2025 Dallas SF,L vs Shapovalov,9.1%,80.0%,11.9%,50.0%,14.9%,7.1%,15.4%,5.8%,0.0%,1.3%,33.3%,-62,-98
2025 Australian Open QF,L vs Zverev,8.3%,77.8%,15.8%,77.5%,12.0%,21.2%,14.3%,8.1%,28.6%,1.3%,66.7%,40,29
2025 Australian Open R64,W vs Nishikori,0.0%,-,7.3%,88.2%,15.9%,14.8%,33.3%,12.0%,23.3%,1.6%,14.3%,-27,-22
2025 Australian Open R128,W vs Oconnell,11.2%,93.3%,15.0%,83.7%,16.3%,23.0%,6.5%,9.8%,25.0%,0.9%,0.0%,15,17
2024 Vienna R32,L vs Nakashima,13.3%,72.7%,16.9%,70.8%,14.3%,11.5%,28.6%,7.6%,25.0%,2.9%,25.0%,16,11
2024 Stockholm F,W vs Dimitrov,1.8%,0.0%,5.0%,50.0%,11.6%,8.3%,9.1%,11.9%,42.9%,0.0%,-,-3,20
2024 Stockholm SF,W vs Wawrinka,6.9%,75.0%,13.4%,93.8%,10.6%,11.1%,25.0%,8.0%,6.7%,4.4%,60.0%,24,-28
Career (99 matches),,4.7%,69.7%,11.8%,70.2%,13.7%,16.2%,10.2%,7.5%,22.0%,0.8%,30.1%,-16,-18
