Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Miami QF,L vs Fils,0.89,1.00,84.1,36.8,7.1%,83.9%,3.7%,72.2%,23.4%,25.5%
2026 Indian Wells R32,L vs Fonseca,0.90,0.54,36.2,2.0,3.3%,53.3%,3.6%,46.4%,26.9%,33.3%
2026 Delray Beach F,L vs Korda,0.89,0.62,46.5,2.2,9.7%,64.5%,7.4%,48.1%,29.0%,31.0%
2026 Brisbane R32,L vs Mpetshi Perricard,0.71,1.01,76.2,8.2,6.1%,83.7%,6.4%,76.6%,22.4%,34.6%
2025 Wimbledon R128,W vs Monday,1.32,2.32,24.0,2.4,15.0%,87.5%,9.4%,68.8%,30.2%,43.6%
2025 Roland Garros QF,L vs Alcaraz,1.11,0.29,25.1,2.0,2.3%,43.2%,4.7%,58.1%,16.7%,8.0%
2025 Roland Garros R32,W vs Khachanov,1.15,1.13,56.2,2.9,6.2%,61.7%,3.8%,56.4%,34.1%,46.3%
2025 Roland Garros R128,W vs Moller,1.02,1.26,39.9,4.0,4.5%,65.2%,1.7%,56.7%,48.4%,47.5%
2025 Rome SF,L vs Sinner,0.98,0.77,54.5,4.0,0.0%,53.8%,0.0%,54.3%,40.6%,31.0%
2025 Rome QF,W vs Hurkacz,1.11,1.30,58.3,2.2,2.1%,66.0%,0.0%,56.8%,35.1%,55.9%
2025 Madrid R64,W vs Fonseca,1.15,1.13,67.2,3.2,11.5%,59.6%,6.0%,72.0%,27.7%,40.5%
2025 Houston SF,L vs Brooksby,0.88,0.96,94.7,9.7,8.5%,61.0%,1.9%,63.5%,42.1%,40.4%
2025 Indian Wells R16,L vs Medvedev,0.85,0.59,37.5,2.0,10.7%,46.4%,3.7%,40.7%,37.0%,41.7%
2025 Dallas SF,L vs Shapovalov,0.82,0.74,55.2,2.2,6.9%,69.0%,0.0%,57.1%,40.0%,26.3%
2025 Australian Open QF,L vs Zverev,0.86,0.75,32.9,3.0,11.3%,66.1%,3.6%,55.4%,31.0%,37.5%
2025 Australian Open R64,W vs Nishikori,0.82,1.21,41.7,3.7,11.1%,70.4%,4.0%,56.0%,52.2%,56.5%
2025 Australian Open R128,W vs Oconnell,0.94,1.22,58.2,4.1,16.5%,72.2%,2.9%,64.3%,40.7%,41.4%
2024 Vienna R32,L vs Nakashima,0.89,0.63,46.1,2.1,2.3%,63.6%,2.4%,56.1%,37.9%,17.9%
2024 Stockholm F,W vs Dimitrov,1.07,1.60,45.8,2.0,0.0%,66.7%,20.0%,66.7%,41.9%,59.3%
2024 Stockholm SF,W vs Wawrinka,1.13,1.79,37.6,2.0,3.0%,60.6%,3.7%,81.5%,41.9%,53.6%
2026 (4 matches),,0.84,0.77,67.1,3.7,6.6%,74.7%,5.1%,64.7%,24.6%,30.6%
2025 (13 matches),,1.00,1.03,51.1,2.9,8.5%,64.0%,3.2%,59.0%,37.7%,41.7%
2024 (30 matches),,1.04,1.17,48.4,2.6,8.0%,65.2%,5.1%,63.4%,39.0%,41.6%
2023 (30 matches),,1.01,1.05,49.0,2.9,9.9%,67.0%,5.3%,62.1%,37.1%,36.4%
2022 (23 matches),,1.04,1.11,49.9,3.0,6.2%,65.9%,2.7%,63.2%,36.5%,38.7%
Career (191 matches),,1.03,1.04,50.9,2.8,7.0%,64.1%,4.3%,62.2%,36.5%,38.3%
