Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Miami Masters QF,L vs Fils,33,35,0.9,14.4%,15.3%,27,35,0.8,12.9%,16.7%,8.6%,3.3%,1.0,20.1%,20.1%
2026 Indian Wells Masters R32,L vs Fonseca,28,27,1.0,25.9%,25.0%,26,25,1.0,25.5%,24.5%,7.8%,5.9%,2.9,29.6%,10.2%
2026 Delray Beach F,L vs Korda,15,25,0.6,12.7%,21.2%,10,23,0.4,10.0%,23.0%,7.0%,1.0%,1.0,16.1%,16.1%
2026 Brisbane R32,L vs Mpetshi Perricard,28,16,1.8,13.6%,7.8%,22,15,1.5,12.9%,8.8%,9.4%,1.8%,1.0,22.3%,23.3%
2025 Wimbledon R128,W vs Monday,32,18,1.8,20.8%,11.7%,23,15,1.5,17.6%,11.5%,12.2%,5.3%,0.8,13.6%,17.5%
2025 Roland Garros QF,L vs Alcaraz,13,27,0.5,9.2%,19.0%,10,25,0.4,7.5%,18.7%,6.0%,1.5%,1.9,26.8%,14.1%
2025 Roland Garros R32,W vs Khachanov,56,54,1.0,17.3%,16.7%,48,50,1.0,15.8%,16.4%,11.2%,3.9%,0.9,15.7%,17.3%
2025 Roland Garros R128,W vs Moller,31,51,0.6,12.6%,20.6%,27,47,0.6,11.9%,20.7%,8.8%,1.3%,0.5,13.0%,27.5%
2025 Rome Masters SF,L vs Sinner,13,31,0.4,9.6%,23.0%,13,28,0.5,10.2%,22.0%,7.9%,2.4%,0.5,12.6%,23.7%
2025 Rome Masters QF,W vs Hurkacz,16,26,0.6,9.9%,16.0%,15,25,0.6,9.9%,16.4%,7.9%,2.0%,0.5,13.0%,27.2%
2025 Madrid Masters R64,W vs Fonseca,46,32,1.4,24.1%,16.8%,37,31,1.2,20.9%,17.5%,12.4%,1.1%,1.3,24.6%,19.4%
2025 Houston SF,L vs Brooksby,38,47,0.8,17.3%,21.4%,32,42,0.8,15.5%,20.3%,9.2%,5.3%,0.8,9.5%,11.4%
2025 Indian Wells Masters R16,L vs Medvedev,22,36,0.6,20.8%,34.0%,18,32,0.6,20.9%,37.2%,9.3%,4.7%,1.6,20.8%,13.2%
2025 Dallas SF,L vs Shapovalov,23,17,1.4,17.0%,12.6%,21,17,1.2,17.1%,13.8%,11.4%,1.6%,1.4,32.6%,23.0%
2025 Australian Open QF,L vs Zverev,45,64,0.7,17.9%,25.5%,36,62,0.6,15.8%,27.2%,9.2%,4.8%,0.7,10.0%,13.5%
2025 Australian Open R64,W vs Nishikori,57,33,1.7,24.5%,14.2%,49,31,1.6,22.5%,14.2%,12.8%,6.0%,0.8,15.5%,19.3%
2025 Australian Open R128,W vs Oconnell,68,60,1.1,20.8%,18.3%,53,57,0.9,17.8%,19.2%,12.1%,4.7%,0.9,14.1%,15.9%
2024 Vienna R32,L vs Nakashima,17,31,0.5,12.0%,21.8%,15,31,0.5,11.1%,23.0%,6.7%,4.4%,2.1,17.6%,8.5%
2024 Stockholm F,W vs Dimitrov,19,20,1.0,15.7%,16.5%,13,19,0.7,12.0%,17.6%,6.5%,4.6%,0.4,8.3%,20.7%
2024 Stockholm SF,W vs Wawrinka,39,17,2.3,32.8%,14.3%,37,17,2.2,33.9%,15.6%,19.3%,10.1%,1.2,21.8%,17.6%
Career (126 matches),,3785,3898,1.0,16.6%,17.1%,3156,3629,0.9,15.3%,17.6%,8.1%,3.5%,0.9,15.1%,17.7%
