Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2024 Australian Open R128,L vs Galan,4.8,4.8,4.7,51.8%,47.7%,48.7%,47.4%,48.3%,9.2%,22.5,6.6,13.0,3.7
2024 Brisbane R16,L vs Nadal,4.6,4.8,4.4,38.8%,44.4%,30.8%,25.0%,43.6%,13.4%,-2.0,-2.7,-7.5,-9.0
2023 Australian Open R64,L vs Khachanov,4.9,4.5,5.3,45.5%,59.6%,42.3%,32.1%,40.5%,12.8%,-2.5,-1.4,-2.0,-0.8
2022 Roland Garros Q2,L vs Albot,5.1,4.9,5.4,51.3%,39.3%,47.1%,55.9%,47.6%,9.6%,17.0,7.1,-10.0,-4.0
2019 Gatineau CH F,W vs Couacaud,5.1,5.9,4.1,56.8%,48.3%,50.0%,54.5%,50.9%,2.8%,13.5,9.8,-2.5,-1.9
2019 Australian Open R128,L vs Fabbiano,4.0,3.4,4.5,52.1%,55.2%,40.7%,19.0%,47.8%,15.9%,14.5,7.2,4.0,2.1
2018 Winnipeg CH F,W vs Miedler,4.7,4.4,4.9,65.1%,60.0%,80.0%,72.7%,55.8%,16.4%,12.5,17.1,9.5,19.4
2018 Playford CH F,W vs Schnur,3.8,3.6,3.9,54.0%,59.1%,71.4%,75.0%,50.0%,9.3%,13.5,19.0,6.5,9.7
2014 Lima CH F,L vs Pella,4.4,3.8,4.9,41.7%,41.7%,50.0%,41.7%,55.1%,18.1%,7.5,6.3,-2.5,-3.0
Career (9 matches),,4.6,4.5,4.8,50.5%,49.9%,47.8%,45.4%,47.8%,11.3%,10.7,6.7,0.9,0.6
