Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,25,17,8,68.0%,37-17,68.5%,297-229,56.5%,3-5,37.5%,25,84.0%,28.4%,11.6%,4.2%,62.3%,76.0%,50.3%,66.3%,40.3%,53.1%,1.20,W (Gwangju)
2023,14,11,3,78.6%,24-10,70.6%,188-146,56.3%,3-2,60.0%,14,85.6%,25.9%,8.8%,4.4%,60.3%,75.3%,53.2%,66.5%,38.7%,52.8%,1.16,W (Ilkley)
2022,23,15,8,65.2%,35-17,67.3%,272-206,56.9%,5-2,71.4%,23,80.2%,32.9%,7.4%,6.3%,58.6%,71.3%,52.3%,63.4%,41.6%,52.3%,1.14,W (Little Rock)
2021,23,15,8,65.2%,32-21,60.4%,271-247,52.3%,6-4,60.0%,23,76.8%,27.6%,6.0%,6.5%,61.6%,70.1%,51.1%,62.8%,39.6%,51.1%,1.07,W (Lexington)
2020,11,6,5,54.5%,13-13,50.0%,126-129,49.4%,2-3,40.0%,11,78.4%,20.8%,7.5%,4.5%,62.7%,66.2%,53.4%,61.4%,35.4%,48.8%,0.92,SF (Burnie)
2019,18,12,6,66.7%,23-13,63.9%,189-143,56.9%,0-2,0.0%,17,80.7%,33.5%,8.0%,4.6%,64.6%,70.7%,54.5%,65.0%,41.3%,53.2%,1.18,W (Gatineau)
2018,52,36,16,69.2%,81-42,65.9%,659-528,55.5%,15-7,68.2%,51,79.9%,29.2%,6.4%,6.1%,61.8%,73.2%,49.9%,64.3%,39.9%,52.2%,1.12,W (2x)
2017,7,6,1,85.7%,12-4,75.0%,87-66,56.9%,4-0,100.0%,7,80.0%,31.1%,8.8%,6.9%,56.1%,74.2%,51.2%,64.1%,42.1%,53.0%,1.17,W (Traralgon)
2015,15,6,9,40.0%,15-22,40.5%,187-190,49.6%,3-6,33.3%,15,70.8%,29.0%,5.5%,8.2%,58.9%,69.1%,44.4%,59.0%,40.4%,49.7%,0.98,QF (Sarasota)
2014,35,20,15,57.1%,45-31,59.2%,384-341,53.0%,6-5,54.5%,34,73.7%,31.4%,5.4%,8.5%,55.0%,71.0%,48.8%,61.0%,42.6%,51.6%,1.09,W (Sibiu)
2012,5,2,3,40.0%,3-6,33.3%,38-47,44.7%,0-0,-,5,70.5%,22.7%,3.1%,3.1%,72.0%,62.2%,55.6%,60.3%,37.9%,48.5%,0.95,QF (Todi)
Career,228,146,82,64.0%,320-196,62.0%,2698-2272,54.3%,47-36,56.6%,225,78.6%,29.2%,7.1%,6.2%,60.4%,71.8%,50.4%,63.3%,40.3%,51.8%,1.10,
