Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),228,245,115,1684,119,1635,118,1616,,,,,,
2025,195,305,134,1649,131,1596,136,1596,,,,,,
2024,638,49,,,,,,,,,534,90,,
2023,102,631,77,1734,92,1656,95,1641,35,1699,,,,
2022,107,538,85,1728,100,1645,119,1606,34,1704,,,,
2021,206,320,170,1582,153,1549,,,,,,,,
2020,259,210,167,1558,145,1540,,,,,1119,18,,
2019,261,172,124,1653,105,1639,192,1490,115,1565,,,,
2018,113,516,146,1622,135,1587,217,1472,99,1574,320,117,,
2017,341,134,,,,,,,,,681,62,,
2016,1060,9,,,,,,,,,,,,
2015,544,62,281,1434,352,1267,253,1409,218,1406,,,,
2014,140,381,146,1611,,,121,1595,,,532,102,,
2013,397,100,,,,,,,,,817,42,,
2012,332,132,,,,,,,,,,,,
2011,530,54,,,,,,,,,,,,
2010,535,49,,,,,,,,,1310,8,,
