Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,2,1,1,50.0%,2-3,40.0%,23-25,47.9%,0-1,0.0%,1,71.4%,6.7%,11.1%,3.7%,72.8%,69.5%,45.5%,63.0%,33.3%,46.0%,0.90,
2024,3,1,2,33.3%,3-6,33.3%,42-49,46.2%,0-3,0.0%,3,69.8%,26.7%,5.7%,2.7%,65.0%,63.2%,46.2%,57.2%,38.7%,47.6%,0.90,R16 (Brisbane)
2023,28,13,15,46.4%,33-39,45.8%,342-368,48.2%,6-5,54.5%,28,78.1%,18.7%,8.3%,3.2%,61.9%,71.1%,50.0%,63.1%,34.9%,49.2%,0.95,QF (Houston)
2022,20,11,9,55.0%,29-26,52.7%,278-274,50.4%,7-4,63.6%,18,82.3%,18.7%,6.8%,4.3%,61.7%,71.4%,52.5%,64.2%,34.8%,49.8%,0.97,SF (Newport)
2021,2,1,1,50.0%,2-3,40.0%,26-27,49.1%,0-1,0.0%,2,80.8%,19.2%,4.4%,6.3%,64.8%,68.9%,46.4%,61.0%,34.8%,47.9%,0.89,R32 (Murray River Open)
2019,1,0,1,0.0%,1-3,25.0%,19-21,47.5%,0-1,0.0%,1,78.9%,20.0%,11.1%,7.9%,62.7%,68.4%,48.9%,61.1%,37.8%,49.0%,0.97,R128 (Australian Open)
2018,5,1,4,20.0%,7-10,41.2%,82-87,48.5%,0-2,0.0%,5,67.5%,30.6%,5.0%,6.7%,62.1%,66.9%,40.2%,56.7%,40.1%,48.7%,0.93,R32 (Washington)
2014,2,1,1,50.0%,3-3,50.0%,28-27,50.9%,0-0,-,2,70.4%,32.1%,1.2%,8.9%,64.3%,66.7%,43.3%,58.3%,42.1%,50.1%,1.01,R16 (Dusseldorf)
2010,1,0,1,0.0%,0-3,0.0%,5-18,21.7%,0-0,-,1,45.5%,0.0%,2.7%,2.7%,56.2%,53.7%,40.6%,47.9%,21.0%,35.6%,0.40,R128 (Australian Open)
Career,64,29,35,45.3%,80-96,45.5%,845-896,48.5%,13-17,43.3%,61,77.2%,20.4%,7.0%,4.3%,62.3%,69.8%,49.0%,61.9%,35.8%,49.0%,0.94,
