Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2023 US Open R128,L vs Arnaldi,96.1,106.4,7.8,110.2,96.0,119,94,87.9,7.5,99.7,80.0,105,79
2022 US Open R64,L vs Tiafoe,104.1,112.2,9.4,117.5,106.3,125,74,88.8,4.6,88.3,87.8,98,77
2022 US Open R128,W vs Ymer,102.7,109.1,10.4,115.5,101.8,125,73,89.3,6.1,96.2,89.3,118,76
2022 Wimbledon R16,L vs Fritz,109.9,115.8,7.9,120.6,110.8,128,80,94.4,3.0,98.0,93.5,101,89
2022 Wimbledon R32,W vs Sock,110.0,116.8,6.3,120.3,112.2,127,97,97.2,5.2,96.6,97.3,106,85
2022 Wimbledon R128,W vs Evans,108.3,116.1,5.4,119.1,112.7,127,102,97.1,3.7,99.6,95.3,104,89
2018 US Open R64,L vs Fritz,99.0,103.4,10.2,110.3,95.4,123,84,90.0,4.4,90.4,90.5,100,77
Career (7 matches),,105.4,112.2,8.4,117.6,106.1,128,73,92.5,4.9,94.8,91.4,118,76
