Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2023 Australian Open Q1,L vs Krueger,4.0,4.0,4.1,38.3%,61.2%,68.4%,62.5%,62.3%,4.7%,9.0,5.5,0.5,0.5
2022 Guadalajara R64,W vs Day,3.5,3.3,3.9,54.2%,57.1%,55.6%,50.0%,57.3%,6.0%,6.5,7.6,7.5,11.9
2022 Ostrava R32,L vs Bencic,4.5,4.4,4.6,48.1%,52.2%,41.5%,44.4%,57.5%,10.3%,19.0,9.7,21.5,15.6
2022 US Open Q1,L vs Naito,4.1,4.1,4.1,55.1%,58.1%,52.6%,33.3%,52.5%,7.6%,8.0,7.1,8.0,8.3
2021 Guadalajara F,L vs Sorribes Tormo,5.5,5.5,5.5,40.4%,52.1%,46.4%,43.8%,57.2%,5.9%,7.0,3.6,0.5,0.4
2020 Roland Garros R32,L vs Swiatek,3.9,4.0,3.8,47.3%,32.4%,53.8%,25.0%,41.4%,6.3%,-2.5,-4.6,-1.5,-1.7
2020 Istanbul F,L vs Tig,4.8,5.0,4.7,46.1%,55.2%,35.3%,51.9%,50.7%,9.6%,13.0,7.0,-5.0,-2.8
2020 Istanbul SF,W vs Badosa,3.9,3.6,4.3,63.2%,41.4%,58.8%,50.0%,52.8%,7.6%,4.0,4.3,7.0,8.5
2020 Auckland QF,L vs Anisimova,3.7,3.6,3.8,47.7%,47.9%,37.5%,70.0%,47.2%,4.9%,-7.0,-5.6,4.0,3.0
2019 Toronto R64,L vs Andreescu,3.3,4.0,2.7,46.7%,41.5%,61.5%,10.0%,50.9%,4.8%,-4.5,-4.7,-8.0,-8.5
2019 Wimbledon R128,L vs Zidansek,3.8,4.0,3.6,52.0%,43.6%,50.0%,50.0%,50.0%,5.7%,-6.0,-4.0,13.5,9.1
2019 Dubai R32,L vs Halep,4.1,4.4,3.7,48.3%,46.2%,54.2%,20.0%,48.1%,4.1%,5.0,4.9,5.5,4.7
2019 Dubai R64,W vs Lapko,3.1,3.7,2.7,60.7%,45.5%,44.4%,33.3%,54.7%,5.9%,2.5,3.3,0.0,0.0
2019 Australian Open R128,W vs Peng,3.2,2.8,3.4,57.9%,59.1%,60.0%,100.0%,50.5%,13.0%,12.0,23.1,7.5,16.0
2019 Auckland QF,L vs Goerges,3.5,3.4,3.6,56.4%,39.0%,37.5%,25.0%,47.6%,0.0%,2.5,2.3,-6.0,-5.0
2018 Luxembourg R16,W vs Suarez Navarro,4.1,3.9,4.4,69.8%,76.9%,66.7%,100.0%,51.3%,3.4%,20.0,36.4,11.5,20.9
2018 US Open Q2,W vs Gorgodze,4.2,4.0,4.3,64.7%,65.2%,60.0%,42.9%,48.8%,1.2%,7.0,9.3,15.0,18.8
2018 Wimbledon R64,L vs Barty,3.4,3.6,3.3,48.4%,50.0%,25.0%,37.5%,57.8%,12.7%,8.0,7.7,-3.5,-5.3
2018 Wimbledon R128,W vs Taylor,3.3,3.2,3.5,58.5%,53.8%,52.9%,16.7%,58.5%,2.5%,2.5,2.4,4.0,5.2
2018 Australian Open R64,L vs Halep,4.4,4.5,4.2,34.1%,39.4%,60.0%,28.6%,55.4%,5.1%,1.0,1.1,-11.0,-15.7
Career (75 matches),,3.8,3.8,3.8,50.9%,48.7%,47.4%,50.5%,51.9%,5.6%,6.1,5.7,2.1,2.2
