Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2023 Australian Open Q1,L vs Krueger,10,35,0.3,5.9%,20.6%,10,33,0.3,6.0%,19.9%,3.6%,2.4%,0.6,15.9%,25.9%
2022 Guadalajara 2 R64,W vs Day,17,21,0.8,15.0%,18.6%,15,19,0.8,15.0%,19.0%,8.0%,6.0%,0.9,13.3%,15.0%
2022 Ostrava R32,L vs Bencic,37,12,3.1,17.5%,5.7%,31,12,2.6,15.4%,6.0%,6.0%,9.5%,2.3,19.4%,8.5%
2021 Guadalajara F,L vs Sorribes Tormo,19,50,0.4,13.8%,36.2%,18,47,0.4,13.5%,35.3%,6.8%,6.8%,0.3,3.6%,13.0%
2020 Roland Garros R32,L vs Swiatek,6,18,0.3,5.7%,17.0%,6,18,0.3,5.9%,17.8%,,,2.2,27.4%,12.3%
2020 Roland Garros R64,W vs Saville,39,33,1.2,18.9%,16.0%,39,33,1.2,20.2%,17.1%,,,1.6,18.0%,11.2%
2020 Roland Garros R128,W vs Kalinskaya,17,25,0.7,14.0%,20.7%,17,25,0.7,15.6%,22.9%,,,0.3,5.8%,17.4%
2020 Istanbul F,L vs Tig,36,50,0.7,18.8%,26.2%,34,49,0.7,18.5%,26.6%,10.9%,7.6%,0.8,14.1%,17.8%
2020 Istanbul SF,W vs Badosa,26,19,1.4,21.3%,15.6%,21,18,1.2,19.3%,16.5%,10.1%,8.3%,0.8,13.1%,17.2%
2020 Auckland QF,L vs Anisimova,23,40,0.6,12.6%,21.9%,23,37,0.6,13.0%,20.9%,6.2%,6.8%,0.8,19.1%,24.6%
2019 US Open R128,L vs Sevastova,15,27,0.6,13.9%,25.0%,15,23,0.7,15.0%,23.0%,9.0%,3.0%,1.4,21.3%,14.8%
2019 Toronto  R64,L vs Andreescu,12,32,0.4,7.1%,18.9%,10,30,0.3,6.5%,19.5%,3.9%,1.9%,0.8,18.3%,23.1%
2019 Wimbledon R128,L vs Zidansek,19,45,0.4,8.8%,20.8%,19,39,0.5,9.2%,18.9%,5.3%,3.9%,0.8,14.8%,19.4%
2019 Roland Garros R128,L vs Tsurenko,7,18,0.4,6.7%,17.3%,7,18,0.4,7.3%,18.8%,,,0.8,14.4%,17.3%
2019 Dubai R32,L vs Halep,19,27,0.7,12.9%,18.4%,19,20,1.0,14.3%,15.0%,6.0%,7.5%,0.8,14.3%,17.0%
2019 Dubai R64,W vs Lapko,11,19,0.6,9.3%,16.1%,7,18,0.4,6.6%,17.0%,4.7%,1.9%,0.3,8.5%,29.7%
2019 Australian Open R128,W vs Peng,16,11,1.5,18.2%,12.5%,14,10,1.4,17.3%,12.3%,8.6%,7.4%,0.7,14.8%,20.5%
2019 Auckland QF,L vs Goerges,18,30,0.6,8.5%,14.2%,17,27,0.6,8.6%,13.6%,5.1%,3.5%,0.7,21.2%,30.2%
2018 Luxembourg R16,W vs Suarez Navarro,26,8,3.3,34.7%,10.7%,25,6,4.2,36.2%,8.7%,20.3%,15.9%,0.8,12.0%,14.7%
2018 US Open R64,L vs Vondrousova,14,32,0.4,11.1%,25.4%,14,28,0.5,12.4%,24.8%,10.6%,1.8%,0.6,11.9%,19.8%
Career (108 matches),,2330,2917,0.8,15.5%,19.4%,2100,2605,0.8,15.1%,18.7%,7.6%,5.0%,0.8,14.3%,17.8%
