Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2023 Australian Open Q1,L vs Krueger,77.1%,56.3%,10.8%,2/7,2.49,12.5%,73.7%,47.6%,7.0%,2.39,18.8%,88.0%,72.7%,20.0%,2.68,0.0%
2022 Guadalajara R64,W vs Day,64.7%,57.6%,9.8%,1/4,2.34,12.2%,60.6%,55.0%,9.1%,2.39,20.8%,86.7%,61.5%,13.3%,2.28,0.0%
2022 Ostrava R32,L vs Bencic,74.0%,45.5%,11.5%,5/7,2.51,15.2%,76.3%,39.7%,6.6%,2.48,24.0%,73.1%,63.2%,26.9%,2.58,0.0%
2022 US Open Q1,L vs Naito,70.0%,61.9%,1.7%,1/0,2.31,10.0%,61.1%,54.5%,0.0%,2.33,15.6%,87.0%,70.0%,4.3%,2.27,0.0%
2021 Guadalajara F,L vs Sorribes Tormo,83.5%,53.0%,1.3%,1/0,2.03,9.6%,86.3%,56.8%,2.0%,2.24,15.6%,84.6%,45.5%,0.0%,1.69,0.0%
2020 Roland Garros R32,L vs Swiatek,77.1%,45.9%,8.3%,1/3,2.38,11.1%,75.0%,50.0%,0.0%,2.45,21.7%,86.4%,42.1%,18.2%,2.31,0.0%
2020 Istanbul F,L vs Tig,83.7%,45.8%,7.0%,5/1,2.41,6.6%,84.7%,40.0%,3.4%,2.44,9.8%,88.0%,59.1%,16.0%,2.34,0.0%
2020 Istanbul SF,W vs Badosa,72.7%,57.5%,7.3%,1/3,2.61,8.9%,77.1%,48.1%,5.7%,2.48,11.1%,86.7%,76.9%,13.3%,2.79,5.6%
2020 Auckland QF,L vs Anisimova,81.9%,55.8%,7.4%,2/5,-,0.0%,84.4%,59.3%,3.1%,-,0.0%,82.1%,47.8%,17.9%,-,0.0%
2019 Toronto R64,L vs Andreescu,56.5%,52.1%,8.2%,5/2,2.44,6.7%,64.0%,50.0%,8.0%,2.42,10.3%,59.3%,56.3%,11.1%,2.47,0.0%
2019 Wimbledon R128,L vs Zidansek,81.7%,57.3%,7.3%,5/3,2.26,5.1%,83.3%,54.3%,4.8%,2.27,7.0%,90.5%,68.4%,19.0%,2.24,0.0%
2019 Dubai R32,L vs Halep,65.2%,40.0%,5.8%,1/3,2.73,1.8%,64.6%,32.3%,0.0%,2.54,3.7%,82.4%,57.1%,23.5%,2.90,0.0%
2019 Dubai R64,W vs Lapko,73.0%,61.1%,2.7%,0/2,2.66,3.8%,76.3%,48.3%,5.3%,2.51,0.0%,83.3%,76.0%,0.0%,2.83,8.3%
2019 Australian Open R128,W vs Peng,74.0%,70.3%,8.0%,3/1,-,15.0%,69.0%,60.0%,3.4%,-,18.2%,89.5%,82.4%,15.8%,-,11.1%
2019 Auckland QF,L vs Goerges,91.1%,36.3%,4.5%,2/3,-,0.0%,90.3%,32.1%,3.2%,-,0.0%,97.9%,41.3%,6.4%,-,0.0%
2018 Luxembourg R16,W vs Suarez Navarro,81.8%,77.8%,6.1%,0/2,2.47,7.1%,89.5%,64.7%,5.3%,2.45,13.3%,83.3%,100.0%,8.3%,2.50,0.0%
2018 US Open Q2,W vs Gorgodze,80.4%,73.0%,4.3%,2/0,2.43,8.3%,74.2%,65.2%,0.0%,2.31,15.0%,93.3%,85.7%,13.3%,2.58,0.0%
2018 Wimbledon R64,L vs Barty,57.5%,50.0%,3.8%,1/2,-,56.3%,46.7%,33.3%,0.0%,-,46.4%,83.3%,64.0%,10.0%,-,70.0%
2018 Wimbledon R128,W vs Taylor,64.6%,51.0%,2.5%,1/1,2.61,2.9%,65.9%,63.0%,0.0%,2.38,5.6%,80.0%,37.5%,6.7%,2.88,0.0%
2018 Australian Open R64,L vs Halep,73.8%,51.6%,4.8%,2/0,2.47,4.3%,66.7%,56.3%,4.2%,2.33,3.7%,93.8%,46.7%,6.3%,2.66,5.3%
Career (75 matches),,72.7%,53.1%,6.0%,50.9%,2.36,7.7%,74.1%,49.1%,3.9%,2.30,11.2%,82.5%,59.7%,10.9%,2.44,2.6%
