Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2023 Australian Open Q1,L vs Krueger,14.9%,21.8%,47.2%,14.3%,21.4%,52.1%,73.3%,53.8%,60.0%,17.2%,24.1%,37.5%,7.7%,68.8%,100.0%,-26
2022 Guadalajara R64,W vs Day,31.3%,42.2%,48.8%,38.5%,48.7%,41.7%,64.7%,31.8%,0.0%,22.7%,36.4%,58.8%,40.0%,16.7%,0.0%,-3
2022 Ostrava R32,L vs Bencic,26.2%,39.3%,44.3%,30.6%,43.1%,46.0%,42.4%,25.6%,16.7%,17.1%,31.4%,41.4%,21.4%,57.1%,33.3%,-104
2022 US Open Q1,L vs Naito,22.1%,30.9%,54.0%,28.9%,37.8%,53.1%,72.0%,30.0%,33.3%,10.0%,20.0%,55.6%,0.0%,54.5%,100.0%,-19
2021 Guadalajara F,L vs Sorribes Tormo,8.3%,21.7%,44.2%,11.1%,27.8%,50.0%,57.9%,35.3%,33.3%,4.8%,14.3%,35.0%,0.0%,25.0%,0.0%,-71
2020 Roland Garros R32,L vs Swiatek,22.4%,31.0%,28.9%,36.1%,47.2%,43.5%,58.8%,42.1%,40.0%,0.0%,4.5%,13.6%,10.0%,75.0%,75.0%,-119
2020 Istanbul F,L vs Tig,12.4%,22.9%,49.5%,14.1%,25.4%,49.2%,62.5%,33.3%,40.0%,9.1%,18.2%,50.0%,0.0%,78.9%,100.0%,-68
2020 Istanbul SF,W vs Badosa,31.3%,41.8%,44.4%,40.0%,46.7%,40.7%,47.6%,29.2%,33.3%,14.3%,33.3%,50.0%,10.0%,54.5%,100.0%,-49
2020 Auckland QF,L vs Anisimova,21.3%,29.2%,35.8%,25.8%,33.9%,41.3%,36.7%,18.8%,16.7%,12.5%,20.8%,23.8%,0.0%,50.0%,50.0%,9
2019 Toronto R64,L vs Andreescu,25.0%,31.0%,34.4%,28.6%,35.7%,35.0%,53.1%,20.8%,0.0%,19.2%,23.1%,33.3%,9.1%,60.0%,80.0%,-18
2019 Wimbledon R128,L vs Zidansek,19.6%,25.2%,38.8%,23.7%,30.3%,43.1%,38.2%,28.6%,55.6%,12.0%,16.0%,27.3%,0.0%,60.0%,33.3%,-7
2019 Dubai R32,L vs Halep,17.9%,32.1%,57.9%,25.0%,44.4%,74.1%,37.5%,20.0%,25.0%,14.3%,25.7%,43.3%,30.8%,50.0%,100.0%,18
2019 Dubai R64,W vs Lapko,38.6%,45.5%,38.5%,44.0%,48.0%,28.6%,41.7%,46.2%,-,33.3%,44.4%,50.0%,44.4%,77.8%,100.0%,-40
2019 Australian Open R128,W vs Peng,44.7%,50.0%,40.0%,47.6%,57.1%,54.5%,55.6%,16.7%,0.0%,43.8%,43.8%,22.2%,14.3%,33.3%,-,-33
2019 Auckland QF,L vs Goerges,1.0%,6.0%,66.7%,1.5%,7.6%,72.3%,17.9%,44.7%,50.0%,0.0%,3.2%,54.8%,0.0%,22.2%,0.0%,-119
2018 Luxembourg R16,W vs Suarez Navarro,26.2%,42.9%,69.0%,36.0%,52.0%,75.0%,54.5%,28.6%,0.0%,13.3%,33.3%,61.5%,25.0%,28.6%,0.0%,17
2018 US Open Q2,W vs Gorgodze,26.0%,44.0%,55.6%,33.3%,50.0%,60.0%,50.0%,44.4%,0.0%,15.8%,36.8%,50.0%,60.0%,66.7%,-,-43
2018 Wimbledon R64,L vs Barty,26.9%,41.8%,45.8%,30.0%,47.5%,53.6%,64.7%,65.2%,100.0%,23.1%,34.6%,35.0%,0.0%,83.3%,100.0%,-59
2018 Wimbledon R128,W vs Taylor,45.3%,51.6%,47.1%,55.0%,60.0%,38.9%,70.6%,47.8%,0.0%,30.4%,39.1%,56.3%,20.0%,76.9%,100.0%,-54
2018 Australian Open R64,L vs Halep,15.8%,21.1%,26.1%,20.6%,29.4%,33.3%,50.0%,25.0%,33.3%,9.5%,9.5%,15.8%,12.5%,84.6%,100.0%,-19
Career (75 matches),,22.6%,32.0%,45.3%,27.4%,38.4%,49.4%,42.7%,33.6%,32.6%,18.1%,26.0%,39.2%,17.8%,47.9%,54.2%,26
