Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,26,17,9,65.4%,7,4,3,57.1%,2013,2023,SF,25,1.10,4.0%,3.3%,61.9%,63.7%,48.2%,57.8%,46.6%,57.4%,49.3%
Roland Garros,8,Clay,18,10,8,55.6%,2,2,0,100.0%,2013,2020,SF,17,1.02,2.6%,4.0%,59.5%,63.7%,44.7%,56.0%,45.0%,43.7%,45.8%
Wimbledon,8,Grass,22,14,8,63.6%,4,3,1,75.0%,2013,2023,F,19,1.05,3.1%,3.3%,64.1%,65.1%,48.7%,59.2%,42.8%,56.6%,41.0%
US Open,9,Hard,22,13,9,59.1%,6,1,5,16.7%,2015,2023,R16,19,1.11,3.8%,3.9%,61.3%,65.4%,50.9%,59.8%,44.7%,62.0%,45.2%
Olympics,1,,2,1,1,50.0%,0,0,0,-,2016,2016,R32,2,0.98,2.2%,2.9%,57.7%,65.8%,55.2%,61.3%,38.1%,73.3%,33.3%
Fed Cup,5,,13,9,4,69.2%,4,4,0,100.0%,2011,2018,,2,1.22,3.8%,3.8%,51.6%,69.1%,52.3%,61.0%,47.5%,66.7%,43.5%
Montreal,8,Hard,12,4,8,33.3%,1,1,0,100.0%,2008,2025,R16,11,0.94,3.6%,4.7%,59.3%,61.7%,44.4%,54.6%,42.5%,59.0%,37.5%
Toronto,6,Hard,7,1,6,14.3%,0,0,0,-,2009,2024,R32,6,0.87,1.9%,6.9%,60.2%,60.4%,37.8%,51.4%,42.2%,54.4%,42.2%
Guadalajara,2,Hard,7,5,2,71.4%,3,3,0,100.0%,2021,2023,F,7,1.17,4.4%,3.8%,65.4%,66.4%,50.9%,61.0%,45.5%,54.2%,47.5%
Rome,4,Clay,7,3,4,42.9%,3,1,2,33.3%,2014,2023,R16,7,0.96,1.9%,3.7%,58.6%,58.5%,50.2%,55.1%,43.2%,37.5%,48.3%
Madrid,5,Clay,11,6,5,54.5%,2,0,2,0.0%,2014,2023,QF,11,1.04,2.7%,3.0%,63.1%,59.8%,48.1%,55.5%,46.2%,55.3%,49.5%
Bogota,2,Clay,4,2,2,50.0%,1,1,0,100.0%,2013,2023,R16,4,1.01,4.3%,5.4%,55.0%,66.0%,43.2%,55.8%,44.7%,46.4%,51.5%
