Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Merida F,L vs Bucsa,0.0%,-,6.0%,60.0%,3.9%,10.2%,0.0%,2.7%,6.3%,1.0%,20.0%,-127,-113
2025 Berlin R16,L vs Anisimova,0.0%,-,4.9%,55.6%,10.6%,20.8%,0.0%,8.8%,10.0%,2.8%,0.0%,-78,-57
2025 Madrid R32,L vs Andreeva,1.6%,100.0%,9.9%,84.6%,11.5%,15.8%,16.7%,4.2%,9.5%,2.6%,25.0%,-74,-54
2025 Doha R32,L vs Linette,0.0%,-,4.0%,77.8%,9.6%,11.9%,0.0%,12.3%,34.8%,0.7%,0.0%,-70,-78
2025 Doha R64,W vs Haddad Maia,0.0%,-,4.6%,77.8%,5.9%,10.5%,3.7%,10.4%,15.4%,0.5%,50.0%,-100,-88
2025 Australian Open R32,L vs Andreeva,0.0%,-,4.5%,42.9%,4.7%,6.7%,12.5%,2.9%,3.4%,0.7%,33.3%,-141,-130
2024 Wuhan QF,L vs Sabalenka,0.0%,-,5.0%,66.7%,9.1%,15.4%,100.0%,21.2%,60.0%,2.0%,0.0%,-54,-36
2024 Guadalajara F,W vs Gadecki,0.0%,-,6.1%,77.8%,14.9%,17.1%,0.0%,14.5%,30.8%,0.8%,0.0%,-77,-47
2024 Prague F,L vs Linette,0.0%,-,3.9%,50.0%,8.3%,15.0%,33.3%,4.3%,10.0%,0.6%,100.0%,-15,-13
2024 Roland Garros R128,L vs Kasatkina,0.0%,-,7.1%,44.4%,7.6%,13.8%,0.0%,5.1%,10.0%,2.2%,42.9%,-54,-72
2024 Australian Open R16,L vs Gauff,0.0%,-,7.0%,50.0%,2.7%,9.1%,0.0%,3.5%,5.0%,1.6%,0.0%,-121,-99
2023 Roland Garros R64,L vs Rakhimova,0.0%,-,5.8%,85.7%,14.9%,23.5%,0.0%,4.7%,13.3%,4.3%,10.0%,39,22
2023 Roland Garros R128,W vs Zhang,0.0%,-,2.7%,100.0%,13.0%,27.3%,100.0%,12.5%,30.0%,4.6%,66.7%,-26,-33
2023 Rome R128,W vs Paoletti,0.0%,-,3.6%,85.7%,5.7%,4.1%,0.0%,7.1%,28.6%,1.0%,20.0%,-115,-110
2023 Madrid R64,L vs Pegula,0.0%,-,8.2%,58.3%,10.9%,15.4%,0.0%,5.7%,8.3%,1.1%,0.0%,-141,-100
2023 Miami R32,L vs Gracheva,0.0%,-,4.2%,75.0%,4.8%,0.0%,0.0%,8.2%,22.2%,1.8%,0.0%,-52,-60
2022 BJK Cup Finals RR,L vs Muchova,0.0%,-,6.5%,50.0%,8.2%,7.7%,0.0%,10.9%,16.7%,0.0%,-,-83,-72
2022 BJK Cup Finals RR,L vs Collins,0.0%,-,3.7%,71.4%,8.5%,25.0%,0.0%,11.4%,28.6%,0.5%,100.0%,-159,-71
2022 Monastir R32,W vs Mansouri,0.0%,-,6.9%,42.9%,17.5%,25.0%,0.0%,12.0%,25.0%,0.6%,0.0%,-50,-27
2022 Warsaw R32,L vs Swiatek,0.0%,-,1.1%,100.0%,3.6%,0.0%,100.0%,0.0%,0.0%,5.9%,33.3%,-95,-66
Last 52 Weeks (3 matches),,0.4%,100.0%,6.7%,68.8%,7.4%,14.1%,12.5%,4.3%,8.8%,1.9%,14.3%,-99,-80
Career (28 matches),,0.1%,100.0%,5.7%,62.8%,8.3%,12.2%,9.0%,6.7%,16.6%,1.7%,27.1%,-86,-72
