Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,17,8,9,47.1%,20-20,50.0%,198-189,51.2%,4-2,66.7%,16,66.8%,35.1%,3.3%,3.0%,62.7%,64.6%,45.2%,57.4%,44.4%,50.8%,1.04,F (Merida)
2025,40,15,25,37.5%,37-57,39.4%,403-478,45.7%,6-3,66.7%,40,60.6%,31.1%,3.4%,3.0%,59.8%,60.7%,45.5%,54.6%,42.4%,48.5%,0.93,QF (2x)
2024,56,29,27,51.8%,66-72,47.8%,629-663,48.7%,6-8,42.9%,55,65.7%,32.4%,3.1%,2.5%,64.4%,62.7%,46.4%,56.9%,43.0%,49.9%,1.00,W (Guadalajara)
2023,31,12,19,38.7%,33-44,42.9%,348-365,48.8%,4-4,50.0%,31,65.6%,32.2%,3.8%,2.7%,63.6%,62.3%,46.5%,56.5%,42.8%,49.6%,0.98,QF (2x)
2022,32,11,21,34.4%,26-44,37.1%,299-357,45.6%,4-5,44.4%,30,60.5%,31.0%,4.0%,3.4%,61.5%,63.4%,42.6%,55.4%,42.2%,48.7%,0.95,R16 (5x)
2021,14,6,8,42.9%,15-17,46.9%,146-159,47.9%,1-1,50.0%,14,64.1%,32.0%,2.9%,3.3%,62.7%,61.2%,48.0%,56.3%,42.0%,49.1%,0.96,R16 (2x)
2020,4,2,2,50.0%,5-5,50.0%,45-53,45.9%,2-0,100.0%,4,52.1%,37.5%,0.9%,4.6%,61.3%,57.5%,40.7%,51.0%,46.0%,48.7%,0.94,QF (Prague)
2019,7,1,6,14.3%,5-13,27.8%,82-102,44.6%,0-2,0.0%,7,60.0%,30.4%,2.0%,3.3%,60.9%,61.0%,40.7%,53.1%,40.6%,46.8%,0.86,
2018,17,5,12,29.4%,11-26,29.7%,152-196,43.7%,0-2,0.0%,17,55.4%,31.0%,3.0%,3.8%,55.0%,61.8%,41.7%,52.7%,42.2%,47.7%,0.89,R16 (3x)
2017,1,0,1,0.0%,1-2,33.3%,13-17,43.3%,0-0,-,1,66.7%,20.0%,0.0%,2.0%,61.4%,61.3%,51.3%,57.4%,39.5%,47.9%,0.93,R32 (Bucharest)
2016,2,1,1,50.0%,3-3,50.0%,27-24,52.9%,0-0,-,2,56.0%,50.0%,3.8%,8.2%,55.3%,61.4%,40.8%,52.2%,51.1%,51.6%,1.07,
2015,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,42.9%,0.0%,8.1%,10.8%,64.9%,54.2%,38.5%,48.6%,23.9%,34.9%,0.47,R32 (Katowice)
2014,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,-,-,0.0%,2.9%,62.9%,43.2%,42.3%,42.9%,41.7%,42.4%,0.73,R32 (Katowice)
Career,223,90,133,40.4%,222-307,42.0%,2349-2627,47.2%,27-27,50.0%,219,62.7%,32.1%,3.3%,3.1%,61.9%,62.1%,44.9%,55.5%,42.7%,49.1%,0.96,
