Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),38,1348,76,1767,75,1721,72,1695,94,1588,535,130,,
2025,59,1051,71,1768,68,1726,72,1696,93,1589,545,130
2024,25,1928,51,1801,46,1768,63,1696,60,1635,605,94
2023,74,897,85,1705,96,1640,79,1647,64,1619,,
2022,106,604,109,1661,106,1624,100,1605,79,1570,,
2021,106,769,91,1718,93,1672,87,1643,97,1574,,
2020,156,466,122,1605,127,1552,119,1544,,,262,317
2019,188,323,186,1556,177,1523,179,1492,154,1463,,
2018,160,363,192,1512,189,1465,154,1504,157,1449,360,161
2017,172,336,160,1540,164,1487,163,1435,,,257,270
2016,291,158,,,,,,,,,509,85
2015,490,57,,,,,,,,,419,108
2014,520,47,,,,,,,,,631,43
2013,775,24,,,,,,,,,,
