Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,3,2,1,66.7%,5-2,71.4%,42-28,60.0%,0-2,0.0%,3,64.7%,58.8%,2.7%,0.5%,64.1%,57.4%,57.0%,57.3%,52.0%,54.5%,1.22,QF (Lleida 125)
2023,8,7,1,87.5%,14-4,77.8%,99-57,63.5%,0-0,-,3,65.4%,52.0%,2.2%,0.5%,72.1%,64.4%,35.3%,56.3%,50.3%,53.3%,1.15,W (W100 Les Franqueses del Valles)
2022,30,18,12,60.0%,40-29,58.0%,346-311,52.7%,2-6,25.0%,16,68.2%,34.6%,3.1%,3.4%,64.0%,64.0%,45.2%,57.2%,42.7%,50.2%,1.00,F (W100+H Dubai)
2021,24,19,5,79.2%,39-12,76.5%,287-207,58.1%,6-2,75.0%,7,76.0%,38.0%,5.8%,2.6%,59.9%,70.2%,47.0%,60.9%,44.3%,52.9%,1.13,W (2x)
2020,19,13,6,68.4%,27-13,67.5%,215-158,57.6%,2-2,50.0%,1,53.8%,38.5%,0.0%,5.9%,61.2%,55.8%,51.5%,54.1%,43.4%,48.8%,0.95,
2019,18,10,8,55.6%,25-19,56.8%,213-183,53.8%,1-2,33.3%,0,,,,,,,,,,,,QF (4x)
2018,18,10,8,55.6%,24-20,54.5%,222-209,51.5%,3-1,75.0%,1,55.6%,20.0%,4.6%,7.7%,49.2%,53.1%,51.5%,52.3%,32.1%,43.0%,0.67,SF (2x)
2017,59,40,19,67.8%,89-52,63.1%,711-556,56.1%,6-4,60.0%,3,54.5%,42.4%,2.0%,1.0%,64.5%,62.0%,38.0%,53.5%,47.4%,50.4%,1.02,W (2x)
2016,50,29,21,58.0%,64-55,53.8%,574-529,52.0%,2-8,20.0%,0,,,,,,,,,,,,W (Nishi Tama $10K)
2015,15,7,8,46.7%,16-17,48.5%,151-148,50.5%,1-1,50.0%,0,,,,,,,,,,,,QF (2x)
2014,26,14,12,53.8%,29-29,50.0%,271-278,49.4%,4-3,57.1%,0,,,,,,,,,,,,SF (Hamamatsu 25K)
2013,16,6,10,37.5%,14-22,38.9%,158-185,46.1%,1-4,20.0%,0,,,,,,,,,,,,QF (2x)
2012,4,2,2,50.0%,4-4,50.0%,30-34,46.9%,0-0,-,0,,,,,,,,,,,,R16 (2x)
Career,290,177,113,61.0%,390-278,58.4%,3319-2883,53.5%,28-35,44.4%,34,67.3%,39.0%,3.4%,2.8%,63.4%,64.0%,45.9%,57.4%,44.7%,51.1%,1.05,
