Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Merida F,L vs Bucsa,11.2%,16.9%,47.9%,14.3%,21.4%,50.0%,84.0%,58.1%,85.7%,7.4%,11.1%,44.0%,18.2%,56.3%,33.3%,-49
2025 Berlin R16,L vs Anisimova,20.2%,25.8%,35.4%,20.0%,29.1%,45.5%,44.4%,50.0%,25.0%,25.0%,25.0%,14.3%,64.3%,14.3%,0.0%,109
2025 Madrid R32,L vs Andreeva,18.5%,27.7%,53.1%,24.3%,40.5%,64.3%,63.2%,38.9%,50.0%,12.5%,12.5%,38.1%,40.0%,42.9%,0.0%,5
2025 Doha R32,L vs Linette,17.8%,26.3%,46.9%,15.1%,26.0%,53.2%,33.3%,40.5%,40.0%,22.7%,27.3%,35.3%,61.1%,38.5%,0.0%,-77
2025 Doha R64,W vs Haddad Maia,21.7%,30.1%,50.0%,25.0%,35.7%,57.1%,40.0%,35.5%,20.0%,16.7%,20.8%,35.0%,61.5%,36.4%,-,30
2025 Australian Open R32,L vs Andreeva,15.4%,23.1%,44.6%,16.0%,28.0%,47.6%,28.6%,55.2%,20.0%,14.8%,14.8%,39.1%,33.3%,8.3%,25.0%,-61
2024 Wuhan QF,L vs Sabalenka,25.4%,31.7%,27.7%,29.7%,40.5%,38.5%,52.6%,72.2%,100.0%,19.2%,19.2%,14.3%,8.3%,64.3%,33.3%,-104
2024 Guadalajara F,W vs Gadecki,30.4%,42.0%,52.2%,39.5%,51.2%,50.0%,20.0%,34.8%,100.0%,16.7%,29.2%,55.0%,14.3%,64.7%,100.0%,-56
2024 Prague F,L vs Linette,21.2%,26.9%,37.5%,31.3%,37.5%,40.9%,42.9%,38.9%,25.0%,5.3%,10.5%,33.3%,36.4%,50.0%,0.0%,-61
2024 Roland Garros R128,L vs Kasatkina,7.8%,14.1%,42.4%,9.8%,17.6%,41.3%,34.8%,46.4%,50.0%,0.0%,0.0%,46.2%,0.0%,42.9%,0.0%,-119
2024 Australian Open R16,L vs Gauff,22.9%,25.0%,29.7%,25.0%,28.1%,29.2%,80.0%,35.3%,50.0%,18.8%,18.8%,30.8%,77.8%,42.9%,0.0%,-104
2023 Roland Garros R64,L vs Rakhimova,15.9%,23.8%,46.0%,21.6%,29.7%,44.8%,50.0%,52.6%,75.0%,8.7%,17.4%,47.6%,0.0%,76.9%,0.0%,-30
2023 Roland Garros R128,W vs Zhang,30.8%,43.6%,59.3%,26.9%,42.3%,52.6%,25.0%,61.1%,-,38.5%,46.2%,75.0%,11.1%,25.0%,100.0%,-104
2023 Rome R128,W vs Paoletti,17.0%,26.1%,50.7%,19.7%,29.5%,53.1%,37.0%,70.6%,80.0%,11.1%,18.5%,45.8%,0.0%,27.3%,50.0%,-104
2023 Madrid R64,L vs Pegula,30.1%,37.0%,40.8%,36.4%,43.2%,39.3%,5.3%,64.0%,100.0%,22.2%,29.6%,42.9%,0.0%,76.9%,100.0%,-21
2023 Miami R32,L vs Gracheva,19.6%,23.5%,27.5%,13.3%,20.0%,23.1%,60.0%,33.3%,20.0%,30.0%,30.0%,35.7%,50.0%,0.0%,0.0%,-46
2022 BJK Cup Finals RR,L vs Muchova,14.0%,20.9%,48.6%,19.0%,33.3%,64.7%,41.7%,44.4%,0.0%,10.0%,10.0%,33.3%,12.5%,8.3%,0.0%,-14
2022 BJK Cup Finals RR,L vs Collins,42.7%,47.2%,38.0%,47.5%,54.1%,40.6%,39.3%,36.4%,33.3%,33.3%,33.3%,33.3%,40.0%,23.5%,-,-61
2022 Monastir R32,W vs Mansouri,26.7%,35.6%,75.0%,27.3%,36.4%,70.8%,50.0%,17.6%,-,27.3%,36.4%,87.5%,80.0%,0.0%,-,-3
2022 Warsaw R32,L vs Swiatek,21.3%,27.7%,41.2%,25.8%,35.5%,43.5%,50.0%,38.5%,0.0%,15.4%,15.4%,36.4%,100.0%,0.0%,0.0%,25
Last 52 Weeks (3 matches),,16.5%,23.0%,44.9%,18.9%,29.1%,51.7%,63.4%,50.6%,61.5%,15.2%,16.5%,32.8%,42.9%,38.6%,10.0%,27
Career (28 matches),,20.3%,27.5%,44.1%,22.8%,32.7%,47.3%,41.4%,42.8%,38.1%,17.4%,20.4%,38.7%,30.6%,35.0%,22.8%,-2
