Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,18,10,8,55.6%,2,1,1,50.0%,2018,2026,R16,18,1.04,3.2%,2.9%,62.7%,61.3%,44.5%,55.0%,46.8%,51.6%,45.4%
Roland Garros,8,Clay,15,7,8,46.7%,4,3,1,75.0%,2018,2025,R64,12,0.93,2.5%,3.2%,60.2%,58.4%,46.8%,53.8%,43.2%,52.6%,42.9%
Wimbledon,7,Grass,10,3,7,30.0%,1,1,0,100.0%,2018,2025,R32,9,0.93,5.0%,2.2%,61.4%,63.0%,44.6%,55.9%,41.1%,58.3%,44.2%
US Open,7,Hard,13,6,7,46.2%,2,1,1,50.0%,2018,2025,R32,13,0.95,3.7%,2.6%,61.1%,60.8%,49.2%,56.3%,41.6%,41.9%,44.9%
Olympics,1,,1,0,1,0.0%,1,0,1,0.0%,2024,2024,R64,1,0.99,0.0%,4.1%,60.3%,65.9%,44.8%,57.5%,42.1%,55.6%,60.0%
Fed Cup,3,,7,4,3,57.1%,0,0,0,-,2016,2019,,7,1.04,3.1%,4.3%,57.4%,61.4%,36.5%,50.8%,51.3%,43.1%,55.9%
Miami,5,Hard,10,4,6,40.0%,1,0,1,0.0%,2022,2026,R32,10,0.99,2.7%,1.8%,64.2%,61.5%,50.6%,57.6%,42.0%,45.0%,38.4%
Indian Wells,6,Hard,15,7,8,46.7%,2,2,0,100.0%,2021,2026,R64,15,0.99,1.7%,1.9%,62.6%,63.1%,44.1%,56.0%,43.7%,51.9%,43.1%
Merida,2,Hard,6,4,2,66.7%,2,1,1,50.0%,2025,2026,F,6,1.09,1.4%,4.6%,62.0%,59.3%,46.3%,54.3%,49.9%,48.3%,52.9%
Dubai,8,Hard,17,8,9,47.1%,3,2,1,66.7%,2019,2026,R16,17,0.97,4.8%,2.8%,62.1%,66.3%,42.2%,57.1%,41.8%,60.4%,36.5%
Doha,5,Hard,13,7,6,53.8%,4,2,2,50.0%,2020,2026,R32,13,1.03,3.1%,2.2%,64.1%,64.2%,44.6%,57.2%,44.1%,55.8%,43.8%
Hobart,2,Hard,6,4,2,66.7%,0,0,0,-,2026,2026,R16,5,1.26,2.6%,1.0%,79.3%,62.9%,59.4%,62.1%,47.6%,67.7%,55.9%
