Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,140,56,84,40.0%,144-193,42.7%,1507-1663,47.5%,18-16,52.9%,136,63.1%,32.4%,3.2%,3.0%,61.8%,62.2%,45.3%,55.7%,42.9%,49.3%,0.97
Clay,53,21,32,39.6%,45-73,38.1%,500-607,45.2%,6-6,50.0%,53,57.4%,33.3%,2.6%,2.9%,61.6%,59.6%,43.9%,53.6%,43.3%,48.5%,0.93
Grass,29,12,17,41.4%,31-40,43.7%,323-342,48.6%,3-4,42.9%,29,68.6%,28.7%,4.7%,3.7%,62.4%,65.2%,45.2%,57.6%,41.0%,49.4%,0.97
Grand Slams,33,14,19,42.4%,32-44,42.1%,330-369,47.2%,4-2,66.7%,33,58.7%,35.2%,3.4%,2.5%,61.5%,59.5%,44.7%,53.8%,43.9%,49.0%,0.95
Premiers,61,26,35,42.6%,67-79,45.9%,662-718,48.0%,11-7,61.1%,61,64.9%,31.0%,3.7%,3.6%,62.3%,63.3%,46.4%,56.9%,42.3%,49.3%,0.98
Internationals,68,25,43,36.8%,63-96,39.6%,690-798,46.4%,7-11,38.9%,67,63.1%,30.4%,3.2%,3.4%,61.8%,61.8%,45.1%,55.5%,42.1%,48.9%,0.94
Finals,3,1,2,33.3%,3-4,42.9%,27-38,41.5%,1-0,100.0%,3,59.4%,21.9%,2.4%,3.8%,62.9%,61.4%,44.9%,55.2%,39.9%,47.6%,0.89
Semi-finals,3,3,0,100.0%,5-2,71.4%,41-29,58.6%,1-1,50.0%,3,66.7%,52.6%,2.4%,6.0%,61.4%,63.4%,47.9%,57.4%,51.4%,54.3%,1.21
Quarter-finals,12,3,9,25.0%,10-20,33.3%,115-154,42.8%,1-0,100.0%,11,59.0%,26.1%,3.7%,4.4%,61.1%,61.6%,41.7%,53.9%,40.7%,47.4%,0.88
vs Righties,199,81,118,40.7%,196-272,41.9%,2081-2312,47.4%,23-22,51.1%,195,62.5%,32.5%,3.3%,3.0%,62.1%,61.8%,45.1%,55.5%,42.9%,49.2%,0.96
vs Lefties,20,6,14,30.0%,19-32,37.3%,213-273,43.8%,3-4,42.9%,20,63.5%,24.7%,2.8%,3.7%,58.9%,64.1%,44.5%,56.1%,40.0%,47.8%,0.91
vs Top 10,23,2,21,8.7%,7-44,13.7%,157-294,34.8%,0-3,0.0%,23,50.9%,19.0%,2.4%,2.7%,61.5%,56.6%,42.3%,51.1%,36.8%,44.0%,0.75
