Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,2,0,2,0.0%,0-4,0.0%,15-25,37.5%,0-1,0.0%,0,,,,,,,,,,,,
2025,2,0,2,0.0%,0-4,0.0%,5-24,17.2%,0-0,-,1,16.7%,0.0%,6.4%,6.4%,59.6%,50.0%,21.1%,38.3%,22.2%,31.3%,0.36,
2024,3,0,3,0.0%,2-6,25.0%,36-48,42.9%,1-2,33.3%,3,75.0%,12.2%,1.8%,4.7%,63.4%,67.8%,47.1%,60.2%,31.4%,46.2%,0.79,QF (United Cup)
2023,7,2,5,28.6%,6-10,37.5%,76-76,50.0%,0-1,0.0%,2,64.0%,20.8%,2.6%,6.8%,58.6%,61.6%,44.3%,54.5%,38.6%,47.4%,0.85,
2022,3,3,0,100.0%,6-1,85.7%,43-24,64.2%,1-1,50.0%,3,69.7%,59.4%,1.0%,3.4%,56.3%,65.5%,51.1%,59.2%,53.1%,55.9%,1.30,
2018,3,0,3,0.0%,2-6,25.0%,28-44,38.9%,0-0,-,3,41.7%,36.1%,0.8%,6.1%,59.2%,52.9%,38.3%,46.9%,42.3%,44.8%,0.80,
2017,3,2,1,66.7%,4-2,66.7%,29-23,55.8%,1-0,100.0%,3,73.1%,36.0%,3.5%,5.3%,52.0%,67.4%,52.4%,60.2%,44.1%,52.2%,1.11,
Career,23,7,16,30.4%,20-33,37.7%,232-264,46.8%,3-5,37.5%,15,62.7%,30.9%,2.0%,5.3%,58.6%,62.2%,45.3%,55.2%,41.3%,48.4%,0.92,
