Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2000 Roland Garros F,L vs Pierce,5.3,5.7,4.8,52.0%,31.0%,40.9%,50.0%,50.3%,50.3%,7.5,4.5,-4.5,-5.9
2000 Roland Garros SF,W vs Sanchez Vicario,9.0,9.3,8.5,78.6%,55.2%,62.5%,64.5%,55.3%,55.2%,17.5,8.8,0.5,0.7
2000 Australian Open SF,L vs Hingis,4.8,4.9,4.7,43.8%,44.4%,25.0%,45.5%,46.3%,66.4%,4.5,4.8,7.0,23.3
1998 Fed Cup RR,W vs Schnyder,7.5,6.4,8.4,50.6%,44.8%,52.0%,55.4%,43.1%,62.3%,25.0,6.8,-3.5,-1.9
1998 Berlin F,W vs Mauresmo,6.0,6.9,5.5,55.1%,48.6%,52.9%,66.7%,59.4%,54.4%,22.0,11.6,3.0,5.2
1998 Australian Open F,L vs Hingis,6.5,6.0,7.1,41.0%,41.0%,46.2%,45.5%,43.6%,62.3%,2.5,1.6,-2.0,-2.6
1998 Australian Open SF,W vs Davenport,5.1,5.4,4.7,53.8%,59.5%,46.7%,40.6%,47.8%,80.7%,19.5,8.7,9.5,21.1
1997 Rome F,L vs Pierce,5.3,5.5,5.2,38.6%,50.0%,33.3%,30.8%,52.0%,89.1%,4.0,3.6,0.5,4.2
1996 US Open SF,L vs Seles,7.1,7.0,7.3,48.9%,36.7%,44.0%,48.6%,44.0%,92.8%,4.0,2.2,-1.0,-6.7
1996 Roland Garros SF,L vs Graf,3.9,3.7,4.2,41.5%,39.4%,45.5%,50.0%,48.4%,87.4%,4.5,5.1,-2.0,-16.7
1996 Rome F,W vs Hingis,5.6,5.2,6.0,55.9%,61.8%,70.0%,66.7%,53.4%,57.4%,10.0,7.6,6.0,12.2
1996 Indian Wells F,L vs Graf,4.8,5.1,4.4,52.0%,40.5%,50.0%,44.8%,47.0%,95.6%,9.0,5.1,-1.5,-21.4
1995 Wimbledon SF,L vs Sanchez Vicario,6.2,5.5,7.0,61.3%,34.5%,44.0%,43.6%,45.8%,80.2%,1.0,0.5,0.0,0.0
1995 Roland Garros SF,L vs Graf,5.1,5.0,5.1,47.7%,53.1%,52.5%,39.4%,52.5%,60.1%,8.0,3.2,2.5,2.8
1995 Roland Garros R32,W vs Halard Decugis,5.3,5.3,5.2,57.4%,56.7%,61.9%,68.8%,61.2%,48.0%,26.5,17.2,2.0,4.1
1995 Rome F,W vs Sanchez Vicario,6.6,6.5,6.6,57.5%,56.3%,60.0%,67.9%,52.9%,46.7%,14.0,7.7,10.0,11.8
1995 Australian Open SF,L vs Pierce,4.2,4.3,4.2,36.4%,50.0%,15.4%,66.7%,45.7%,63.0%,3.0,3.6,-2.5,-7.1
1994 Wimbledon F,W vs Navratilova,4.5,5.2,3.7,47.1%,62.3%,59.3%,50.0%,54.5%,29.1%,21.5,12.1,20.0,20.0
1994 Roland Garros SF,L vs Sanchez Vicario,7.4,6.7,8.1,43.8%,40.0%,39.1%,41.4%,39.5%,50.9%,-10.0,-6.9,1.5,1.4
1994 Rome F,W vs Navratilova,3.9,4.3,3.5,45.2%,56.8%,81.3%,53.8%,56.3%,29.1%,12.5,9.1,13.0,17.1
Career (27 matches),,5.7,5.7,5.8,48.4%,47.5%,48.2%,51.7%,50.2%,60.4%,8.8,5.1,2.6,3.8
