Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,15,Hard,53,38,15,71.7%,6,3,3,50.0%,1989,2005,F,2,0.64,6.2%,7.2%,58.8%,49.1%,52.5%,50.5%,31.5%,40.0%,12.5%
Roland Garros,18,Clay,83,65,18,78.3%,11,9,2,81.8%,1988,2005,F,8,1.07,2.2%,4.9%,55.6%,61.1%,46.5%,54.6%,48.5%,58.8%,47.1%
Wimbledon,14,Grass,51,38,13,74.5%,10,6,4,60.0%,1992,2005,W,5,1.11,3.0%,4.6%,62.1%,62.8%,43.3%,55.4%,49.5%,62.7%,65.9%
US Open,17,Hard,53,36,17,67.9%,4,4,0,100.0%,1988,2005,SF,3,1.09,3.9%,7.3%,61.2%,65.1%,46.3%,57.8%,46.2%,47.8%,44.0%
Olympics,3,,7,4,3,57.1%,0,0,0,-,1992,2004,QF,0,,,,,,,,,,
Fed Cup,15,,65,47,18,72.3%,15,9,6,60.0%,1988,2004,,0,,,,,,,,,,
Rome,14,Clay,53,43,10,81.1%,5,3,2,60.0%,1990,2005,W,0,,,,,,,,,,
San Diego,14,Hard,40,27,13,67.5%,5,3,2,60.0%,1991,2005,W,0,,,,,,,,,,
Indian Wells,13,Hard,41,28,13,68.3%,9,4,5,44.4%,1990,2005,F,0,,,,,,,,,,
Amelia Island,12,Clay,41,30,11,73.2%,7,5,2,71.4%,1992,2005,W,0,,,,,,,,,,
Berlin,11,Clay,32,23,9,71.9%,4,4,0,100.0%,1990,2005,W,0,,,,,,,,,,
Sydney,10,Hard,21,11,10,52.4%,3,0,3,0.0%,1992,2005,SF,0,,,,,,,,,,
Filderstadt,10,Hard,18,8,10,44.4%,4,1,3,25.0%,1991,2003,QF,0,,,,,,,,,,
