Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,443,301,142,67.9%,622-331,65.3%,4748-3581,57.0%,35-29,54.7%,5,-,-,4.6%,7.3%,60.4%,60.1%,48.3%,55.4%,41.3%,48.0%,0.93
Clay,393,301,92,76.6%,625-223,73.7%,4456-2883,60.7%,34-16,68.0%,8,-,-,2.2%,4.9%,55.6%,61.1%,46.5%,54.6%,48.5%,51.6%,1.07
Grass,67,48,19,71.6%,99-47,67.8%,757-547,58.1%,9-4,69.2%,5,-,-,3.0%,4.6%,62.1%,62.8%,43.3%,55.4%,49.5%,52.7%,1.11
Carpet,106,63,43,59.4%,128-100,56.1%,1039-939,52.5%,10-9,52.6%,0,,,,,,,,,,,
Grand Slams,237,174,63,73.4%,365-156,70.1%,2687-1869,59.0%,22-9,71.0%,18,-,-,3.0%,5.4%,58.9%,61.4%,46.0%,55.1%,46.7%,50.9%,1.04
Premiers,179,106,73,59.2%,237-170,58.2%,1943-1714,53.1%,17-10,63.0%,0,,,,,,,,,,,
Internationals,40,25,15,62.5%,51-33,60.7%,417-349,54.4%,3-4,42.9%,0,,,,,,,,,,,
Finals,55,33,22,60.0%,71-48,59.7%,553-459,54.6%,3-4,42.9%,0,,,,,,,,,,,
Semi-finals,95,55,40,57.9%,109-85,56.2%,890-797,52.8%,6-7,46.2%,0,,,,,,,,,,,
Quarter-finals,173,94,79,54.3%,202-159,56.0%,1656-1495,52.6%,15-14,51.7%,1,-,-,0.0%,5.4%,57.1%,43.8%,33.3%,39.3%,40.0%,39.6%,0.66
vs Righties,784,531,253,67.7%,1114-589,65.4%,8501-6446,56.9%,64-53,54.7%,18,-,-,3.0%,5.4%,58.9%,61.4%,46.0%,55.1%,46.7%,50.9%,1.04
vs Lefties,83,53,30,63.9%,108-69,61.0%,827-704,54.0%,8-3,72.7%,0,,,,,,,,,,,
vs Top 10,194,54,140,27.8%,140-283,33.1%,1564-2124,42.4%,13-20,39.4%,4,-,-,1.0%,7.1%,56.3%,46.8%,37.2%,42.6%,43.3%,43.0%,0.76
