Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2000 Roland Garros F,L vs Pierce,8.9%,14.4%,43.2%,9.0%,16.4%,42.6%,45.2%,61.1%,75.0%,9.1%,9.1%,45.0%,23.1%,77.8%,100.0%,-51
2000 Roland Garros SF,W vs Sanchez Vicario,5.5%,7.3%,59.6%,5.3%,7.9%,63.9%,22.2%,60.0%,40.0%,5.9%,5.9%,50.0%,0.0%,30.0%,100.0%,-104
2000 Australian Open SF,L vs Hingis,10.0%,20.0%,45.5%,15.2%,24.2%,46.4%,38.9%,26.7%,0.0%,0.0%,12.5%,43.8%,20.0%,36.4%,33.3%,-119
1998 Fed Cup RR,W vs Schnyder,14.2%,23.9%,53.7%,18.7%,30.7%,62.3%,82.5%,17.1%,0.0%,5.6%,11.1%,38.2%,100.0%,4.2%,0.0%,-58
1998 Berlin F,W vs Mauresmo,6.0%,22.0%,66.0%,5.6%,25.0%,70.6%,20.0%,76.2%,100.0%,7.1%,14.3%,53.8%,12.5%,83.3%,-,-104
1998 Australian Open F,L vs Hingis,9.9%,15.5%,44.3%,6.7%,15.6%,38.1%,68.2%,65.2%,50.0%,17.4%,17.4%,57.9%,50.0%,92.3%,100.0%,35
1998 Australian Open SF,W vs Davenport,16.8%,20.6%,45.8%,17.5%,21.6%,51.2%,42.6%,50.0%,61.5%,15.6%,18.8%,29.6%,18.8%,68.8%,75.0%,-33
1997 Rome F,L vs Pierce,8.3%,14.6%,31.8%,7.5%,15.0%,35.1%,30.0%,80.0%,100.0%,12.5%,12.5%,14.3%,0.0%,66.7%,-,-104
1996 US Open SF,L vs Seles,10.1%,21.5%,52.9%,13.0%,28.3%,60.0%,57.1%,44.0%,33.3%,6.3%,12.5%,43.3%,20.0%,70.6%,0.0%,-67
1996 Roland Garros SF,L vs Graf,16.4%,23.9%,36.5%,20.5%,29.5%,40.0%,4.5%,95.5%,100.0%,10.5%,15.8%,29.4%,0.0%,90.0%,100.0%,-19
1996 Rome F,W vs Hingis,14.0%,20.0%,62.8%,16.1%,22.6%,61.5%,58.3%,73.7%,66.7%,10.5%,15.8%,64.7%,20.0%,77.8%,-,-104
1996 Indian Wells F,L vs Graf,19.6%,27.8%,47.3%,17.6%,28.4%,47.5%,30.8%,79.2%,85.7%,31.6%,31.6%,46.2%,21.4%,60.0%,100.0%,106
1995 Wimbledon SF,L vs Sanchez Vicario,12.0%,23.9%,46.3%,15.6%,31.3%,38.9%,63.6%,38.7%,50.0%,3.7%,7.4%,61.5%,28.6%,60.0%,100.0%,-77
1995 Roland Garros SF,L vs Graf,12.5%,21.9%,49.4%,10.3%,22.1%,50.8%,11.1%,80.5%,83.3%,20.0%,24.0%,45.0%,28.6%,81.8%,100.0%,25
1995 Roland Garros R32,W vs Halard Decugis,12.7%,23.6%,63.0%,17.1%,31.4%,65.5%,7.1%,71.4%,100.0%,5.6%,11.1%,58.8%,10.0%,62.5%,100.0%,-61
1995 Rome F,W vs Sanchez Vicario,11.4%,15.9%,60.5%,13.3%,20.0%,57.7%,66.7%,44.4%,33.3%,7.7%,7.7%,66.7%,28.6%,50.0%,-,-36
1995 Australian Open SF,L vs Pierce,14.9%,17.0%,37.1%,11.5%,15.4%,30.4%,45.5%,73.3%,100.0%,25.0%,25.0%,50.0%,11.1%,100.0%,-,100
1994 Wimbledon F,W vs Navratilova,6.7%,18.0%,52.4%,6.2%,16.9%,57.4%,90.0%,11.4%,0.0%,8.7%,21.7%,38.1%,90.9%,25.0%,0.0%,-54
1994 Roland Garros SF,L vs Sanchez Vicario,12.5%,14.3%,38.8%,12.0%,16.0%,50.0%,53.8%,100.0%,100.0%,12.9%,12.9%,29.6%,7.1%,82.4%,100.0%,-104
1994 Rome F,W vs Navratilova,20.8%,25.0%,44.2%,17.3%,19.2%,46.5%,65.2%,41.4%,66.7%,40.0%,53.3%,33.3%,66.7%,33.3%,0.0%,-104
Career (27 matches),,12.7%,19.7%,48.6%,14.2%,22.7%,50.0%,44.9%,61.4%,66.9%,11.2%,15.9%,45.6%,23.9%,61.9%,63.3%,-24
