Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2000 Roland Garros F,L vs Pierce,0.0%,-,4.7%,57.1%,10.1%,9.5%,0.0%,7.5%,37.5%,1.8%,16.7%,-83,-98
2000 Roland Garros SF,W vs Sanchez Vicario,0.0%,-,10.0%,88.9%,7.1%,9.3%,13.3%,4.3%,0.0%,1.1%,50.0%,-113,-125
2000 Australian Open SF,L vs Hingis,0.0%,-,7.5%,75.0%,17.1%,24.1%,0.0%,20.0%,37.5%,1.9%,50.0%,-34,-59
1998 Fed Cup RR,W vs Schnyder,0.0%,-,8.0%,65.0%,12.8%,18.4%,5.5%,3.3%,6.9%,0.7%,0.0%,-73,-74
1998 Berlin F,W vs Mauresmo,0.0%,-,3.9%,100.0%,14.5%,19.6%,8.0%,8.9%,50.0%,0.9%,0.0%,-118,-132
1998 Australian Open F,L vs Hingis,0.0%,-,6.3%,87.5%,10.9%,13.6%,25.0%,10.5%,30.0%,0.8%,0.0%,-42,-54
1998 Australian Open SF,W vs Davenport,0.0%,-,2.2%,60.0%,12.4%,13.7%,0.0%,19.5%,50.0%,0.6%,0.0%,-97,-87
1997 Rome F,L vs Pierce,0.0%,-,3.9%,75.0%,9.1%,8.7%,0.0%,10.0%,0.0%,0.9%,0.0%,-114,-123
1996 US Open SF,L vs Seles,0.0%,-,22.2%,60.0%,8.3%,8.3%,4.8%,0.0%,0.0%,1.7%,28.6%,-82,-89
1996 Roland Garros SF,L vs Graf,1.5%,0.0%,8.7%,80.0%,20.6%,27.6%,0.0%,16.7%,33.3%,3.3%,16.7%,75,55
1996 Rome F,W vs Hingis,0.0%,-,9.0%,66.7%,11.2%,15.6%,0.0%,8.5%,100.0%,2.4%,50.0%,-22,-35
1996 Indian Wells F,L vs Graf,0.0%,-,9.6%,33.3%,13.4%,13.2%,0.0%,16.7%,0.0%,0.5%,0.0%,-55,-44
1995 Wimbledon SF,L vs Sanchez Vicario,1.1%,100.0%,24.9%,57.8%,12.2%,25.5%,0.0%,9.8%,33.3%,1.3%,50.0%,-67,-74
1995 Roland Garros SF,L vs Graf,3.2%,66.7%,13.4%,58.1%,6.9%,7.4%,0.0%,8.8%,35.7%,1.4%,28.6%,-59,-66
1995 Roland Garros R32,W vs Halard Decugis,1.9%,0.0%,10.5%,83.3%,18.6%,21.7%,18.2%,7.0%,28.6%,1.9%,20.0%,-29,-36
1995 Rome F,W vs Sanchez Vicario,0.0%,-,18.3%,59.1%,10.4%,21.7%,0.0%,11.5%,46.2%,2.0%,14.3%,-65,-71
1995 Australian Open SF,L vs Pierce,0.0%,-,6.8%,57.1%,12.1%,20.8%,0.0%,3.1%,0.0%,2.7%,0.0%,-74,-30
1994 Wimbledon F,W vs Navratilova,0.0%,-,8.9%,75.0%,14.8%,23.7%,3.0%,31.8%,37.5%,0.3%,0.0%,41,-6
1994 Roland Garros SF,L vs Sanchez Vicario,0.0%,-,14.7%,50.0%,6.5%,5.4%,0.0%,3.9%,11.1%,1.4%,20.0%,-49,-59
1994 Rome F,W vs Navratilova,1.4%,0.0%,7.2%,66.7%,15.5%,24.1%,7.1%,18.4%,17.6%,1.6%,75.0%,16,-2
Career (27 matches),,0.5%,33.3%,10.6%,63.5%,11.1%,15.1%,4.8%,8.5%,29.2%,1.2%,24.8%,-61,-67
