Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2005,47,28,19,59.6%,60-44,57.7%,492-436,53.0%,3-3,50.0%,4,-,-,3.1%,4.5%,59.8%,59.8%,43.6%,53.3%,45.3%,49.8%,0.97,W (Pattaya)
2004,38,21,17,55.3%,49-38,56.3%,417-343,54.9%,0-3,0.0%,4,-,-,4.7%,5.8%,57.0%,63.9%,48.6%,57.4%,42.8%,49.5%,1.00,F (Charleston)
2003,51,30,21,58.8%,64-46,58.2%,527-478,52.4%,4-3,57.1%,10,-,-,2.4%,5.7%,59.2%,61.2%,45.9%,55.0%,49.1%,52.1%,1.09,F (Eastbourne)
2002,54,28,26,51.9%,69-60,53.5%,612-588,51.0%,10-6,62.5%,0,,,,,,,,,,,,F (Bali)
2001,35,20,15,57.1%,46-35,56.8%,381-345,52.5%,4-1,80.0%,0,,,,,,,,,,,,SF (3x)
2000,74,51,23,68.9%,104-58,64.2%,806-657,55.1%,8-2,80.0%,0,,,,,,,,,,,,W (Berlin)
1999,60,38,22,63.3%,79-51,60.8%,622-497,55.6%,4-4,50.0%,0,,,,,,,,,,,,W (Sopot)
1998,61,40,21,65.6%,85-47,64.4%,664-507,56.7%,6-6,50.0%,0,,,,,,,,,,,,W (2x)
1997,56,37,19,66.1%,76-45,62.8%,584-439,57.1%,4-3,57.1%,0,,,,,,,,,,,,F (2x)
1996,69,51,18,73.9%,106-37,74.1%,752-474,61.3%,3-8,27.3%,0,,,,,,,,,,,,W (2x)
1995,73,63,10,86.3%,121-32,79.1%,827-440,65.3%,9-3,75.0%,0,,,,,,,,,,,,W (6x)
1994,70,55,15,78.6%,112-39,74.2%,809-511,61.3%,5-7,41.7%,0,,,,,,,,,,,,W (4x)
1993,84,71,13,84.5%,142-34,80.7%,972-564,63.3%,6-2,75.0%,0,,,,,,,,,,,,W (5x)
1992,69,50,19,72.5%,104-46,69.3%,756-518,59.3%,6-1,85.7%,0,,,,,,,,,,,,W (Kitzbuhel)
1991,53,40,13,75.5%,83-31,72.8%,586-407,59.0%,2-2,50.0%,0,,,,,,,,,,,,W (3x)
1990,52,42,10,80.8%,81-22,78.6%,541-328,62.3%,6-3,66.7%,0,,,,,,,,,,,,W (3x)
1989,48,38,10,79.2%,76-24,76.0%,515-317,61.9%,4-1,80.0%,0,,,,,,,,,,,,W (3x)
1988,23,16,7,69.6%,30-17,63.8%,233-160,59.3%,4-2,66.7%,0,,,,,,,,,,,,W (Sofia)
Career,1017,719,298,70.7%,1487-706,67.8%,11096-8009,58.1%,88-60,59.5%,18,-,-,3.0%,5.4%,58.9%,61.4%,46.0%,55.1%,46.7%,50.9%,1.04,
