Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2000 Roland Garros F,L vs Pierce,1.13,0.72,52.4,2.2,0.0%,48.9%,0.0%,46.7%,31.3%,35.7%
2000 Roland Garros SF,W vs Sanchez Vicario,1.17,2.01,39.2,2.3,0.0%,57.1%,0.0%,66.7%,61.1%,70.6%
2000 Australian Open SF,L vs Hingis,0.84,0.59,39.6,2.2,0.0%,65.4%,0.0%,33.3%,34.5%,35.7%
1998 Fed Cup RR,W vs Schnyder,1.06,1.14,98.9,1000.0,1.7%,55.2%,3.6%,63.6%,42.9%,44.8%
1998 Australian Open F,L vs Hingis,0.95,0.66,43.1,2.4,0.0%,41.7%,0.0%,54.3%,34.5%,38.5%
1998 Australian Open SF,W vs Davenport,1.02,1.13,82.0,6.6,7.4%,55.9%,4.8%,52.4%,49.0%,53.2%
1997 Rome F,L vs Pierce,1.04,0.71,53.2,2.7,0.0%,40.0%,4.3%,34.8%,53.6%,30.8%
1996 US Open SF,L vs Seles,0.96,0.64,48.4,2.0,4.9%,51.2%,0.0%,63.2%,37.9%,18.5%
1996 Roland Garros SF,L vs Graf,0.98,0.67,41.8,2.0,2.9%,41.2%,0.0%,48.5%,32.0%,43.5%
1996 Rome F,W vs Hingis,1.08,1.88,36.6,2.0,7.1%,75.0%,0.0%,59.1%,57.1%,54.5%
1996 Indian Wells F,L vs Graf,0.95,0.86,74.6,2.8,2.0%,54.0%,2.1%,57.4%,23.9%,56.8%
1995 Wimbledon SF,L vs Sanchez Vicario,0.95,0.82,59.8,2.4,0.0%,60.4%,0.0%,43.2%,45.7%,37.2%
1995 Roland Garros SF,L vs Graf,0.95,0.92,75.1,3.4,0.0%,59.2%,2.1%,48.9%,47.1%,41.5%
1995 Roland Garros R32,W vs Halard Decugis,1.08,1.69,37.7,2.0,7.1%,67.9%,0.0%,63.0%,53.3%,55.2%
1995 Rome F,W vs Sanchez Vicario,0.96,1.53,43.0,2.1,0.0%,54.2%,5.0%,75.0%,61.5%,54.1%
1995 Australian Open SF,L vs Pierce,0.88,0.58,38.2,2.3,4.2%,41.7%,4.3%,43.5%,51.7%,22.2%
1994 Wimbledon F,W vs Navratilova,1.02,1.18,69.8,2.7,2.2%,50.0%,0.0%,60.5%,58.3%,45.2%
1994 Roland Garros SF,L vs Sanchez Vicario,0.90,0.61,40.8,2.1,0.0%,55.2%,0.0%,37.0%,25.9%,46.2%
1993 Philadelphia F,W vs Graf,1.08,1.45,50.1,2.5,2.8%,66.7%,0.0%,62.5%,51.7%,42.3%
1993 Wimbledon SF,L vs Graf,0.83,0.50,48.9,3.5,5.3%,68.4%,0.0%,50.0%,18.8%,29.6%
2000 (3 matches),,1.05,0.92,45.0,2.2,0.0%,55.6%,0.0%,49.0%,39.2%,43.8%
1998 (3 matches),,1.02,1.01,80.9,5.3,3.7%,52.5%,3.3%,56.9%,43.3%,46.4%
1997 (1 matches),,1.04,0.71,53.2,2.7,0.0%,40.0%,4.3%,34.8%,53.6%,30.8%
1996 (4 matches),,0.99,0.89,53.9,2.1,3.9%,54.2%,0.7%,57.1%,35.9%,44.8%
1995 (5 matches),,0.95,0.99,55.5,2.4,1.7%,57.8%,1.9%,52.2%,50.9%,42.3%
Career (23 matches),,0.99,0.93,57.6,2.6,2.4%,54.8%,1.5%,53.2%,43.8%,42.6%
