Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,13,1,12,7.7%,6-23,20.7%,96-166,36.6%,1-1,50.0%,13,49.2%,23.9%,1.5%,6.7%,64.8%,54.7%,38.2%,48.9%,38.0%,43.6%,0.74,R16 (W15 Denia)
2024,29,10,19,34.5%,23-40,36.5%,262-319,45.1%,2-4,33.3%,0,,,,,,,,,,,,QF (3x)
2023,32,14,18,43.8%,35-40,46.7%,327-354,48.0%,1-1,50.0%,0,,,,,,,,,,,,F (W15 Heraklion)
2022,35,19,16,54.3%,38-37,50.7%,330-335,49.6%,3-0,100.0%,0,,,,,,,,,,,,F (2x)
2021,33,19,14,57.6%,42-34,55.3%,342-342,50.0%,8-0,100.0%,0,,,,,,,,,,,,SF (3x)
2020,4,2,2,50.0%,5-5,50.0%,41-45,47.7%,0-0,-,0,,,,,,,,,,,,R16 (2x)
2019,47,22,25,46.8%,46-56,45.1%,441-470,48.4%,4-8,33.3%,0,,,,,,,,,,,,F (W15 Heraklion)
2018,55,34,21,61.8%,79-47,62.7%,620-513,54.7%,4-1,80.0%,0,,,,,,,,,,,,W (Telde - L.P De Gran Canaria 15K)
2017,31,15,16,48.4%,34-39,46.6%,337-362,48.2%,6-5,54.5%,0,,,,,,,,,,,,W (Les Contamines Montjoie $15K)
2016,16,4,12,25.0%,12-25,32.4%,142-185,43.4%,0-2,0.0%,0,,,,,,,,,,,,R16 (4x)
2015,2,1,1,50.0%,2-3,40.0%,23-26,46.9%,0-1,0.0%,0,,,,,,,,,,,,R16 (Monzon $10K)
Career,297,141,156,47.5%,322-349,48.0%,2961-3117,48.7%,29-23,55.8%,13,49.2%,23.9%,1.5%,6.7%,64.8%,54.7%,38.2%,48.9%,38.0%,43.6%,0.74,
