Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,177,98,79,55.4%,238-215,52.5%,2292-2176,51.3%,30-36,45.5%,174,77.7%,25.6%,6.7%,4.1%,57.8%,71.6%,50.6%,62.8%,39.3%,50.9%,1.06
Clay,209,123,86,58.9%,295-216,57.7%,2568-2268,53.1%,40-34,54.1%,198,75.2%,31.2%,5.8%,3.6%,57.5%,70.0%,51.2%,62.0%,42.0%,51.7%,1.10
Grass,44,26,18,59.1%,76-55,58.0%,677-620,52.2%,9-7,56.3%,44,81.4%,23.1%,6.9%,3.5%,59.6%,73.4%,52.2%,64.8%,38.3%,51.2%,1.09
Carpet,19,7,12,36.8%,19-27,41.3%,214-230,48.2%,4-5,44.4%,16,72.3%,24.0%,9.0%,3.6%,54.9%,70.2%,46.7%,59.6%,39.1%,48.9%,0.97
Grand Slams,73,42,31,57.5%,148-126,54.0%,1381-1273,52.0%,16-19,45.7%,72,77.3%,27.6%,6.1%,3.6%,59.6%,70.6%,50.8%,62.6%,40.3%,51.1%,1.08
Masters,94,51,43,54.3%,113-104,52.1%,1082-1044,50.9%,18-18,50.0%,93,77.0%,25.2%,6.8%,3.6%,57.5%,70.5%,50.8%,62.2%,39.1%,50.6%,1.03
Other Tours,275,156,119,56.7%,353-274,56.3%,3168-2871,52.5%,47-43,52.2%,267,76.6%,28.6%,6.4%,3.9%,57.1%,71.5%,51.0%,62.7%,40.8%,51.5%,1.09
Best of 5,83,45,38,54.2%,163-151,51.9%,1562-1472,51.5%,17-22,43.6%,78,76.8%,27.1%,6.2%,3.6%,59.4%,70.4%,50.9%,62.5%,40.1%,51.0%,1.07
Best of 3,366,209,157,57.1%,465-362,56.2%,4189-3822,52.3%,66-60,52.4%,354,76.9%,27.9%,6.5%,3.8%,57.2%,71.3%,50.9%,62.6%,40.4%,51.3%,1.08
Finals,17,8,9,47.1%,22-25,46.8%,220-221,49.9%,2-1,66.7%,15,75.5%,25.4%,6.9%,3.7%,58.4%,70.7%,53.2%,63.4%,39.7%,51.2%,1.08
Semi-finals,28,16,12,57.1%,34-28,54.8%,301-279,51.9%,4-4,50.0%,28,74.7%,30.1%,6.2%,3.2%,58.1%,69.0%,49.7%,60.9%,41.3%,51.0%,1.06
Quarter-finals,44,28,16,63.6%,60-39,60.6%,512-447,53.4%,10-3,76.9%,43,79.7%,26.6%,7.0%,3.2%,59.7%,72.6%,54.3%,65.2%,39.9%,52.0%,1.15
vs Righties,380,211,169,55.5%,521-442,54.1%,4806-4484,51.7%,71-66,51.8%,365,76.1%,27.8%,6.4%,3.8%,57.6%,70.7%,50.7%,62.2%,40.4%,51.1%,1.07
vs Lefties,69,43,26,62.3%,107-71,60.1%,945-810,53.8%,12-16,42.9%,67,81.1%,27.1%,6.6%,3.7%,59.1%,73.1%,51.8%,64.4%,39.9%,51.9%,1.12
vs Top 10,51,21,30,41.2%,53-77,40.8%,581-671,46.4%,13-6,68.4%,48,73.9%,17.5%,6.1%,3.3%,57.7%,69.2%,48.8%,60.5%,36.1%,48.3%,0.91
