Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,19,11,8,57.9%,7,3,4,42.9%,1999,2009,R16,19,1.05,5.6%,3.7%,63.7%,67.1%,50.7%,61.1%,40.9%,60.1%,39.7%
Roland Garros,9,Clay,25,16,9,64.0%,14,6,8,42.9%,1999,2009,QF,23,1.13,5.7%,2.7%,57.8%,70.6%,51.3%,62.4%,42.6%,59.8%,40.7%
Wimbledon,9,Grass,18,9,9,50.0%,11,6,5,54.5%,1998,2009,R16,18,1.06,7.5%,3.8%,59.9%,73.7%,51.5%,64.8%,37.3%,63.6%,35.2%
US Open,6,Hard,12,6,6,50.0%,4,1,3,25.0%,1998,2008,R32,12,1.02,5.5%,5.1%,56.1%,71.1%,48.8%,61.3%,39.3%,61.5%,44.3%
Olympics,1,,2,1,1,50.0%,0,0,0,-,2008,2008,R32,2,0.77,2.7%,8.9%,42.9%,64.6%,46.9%,54.5%,35.0%,60.0%,27.3%
Davis Cup,5,,7,5,2,71.4%,4,2,2,50.0%,1998,2007,,0,,,,,,,,,,
Miami Masters,8,Hard,22,14,8,63.6%,10,6,4,60.0%,1998,2009,F,21,1.07,6.9%,3.9%,58.5%,72.2%,50.9%,63.3%,39.2%,69.2%,44.9%
Barcelona,8,Clay,21,13,8,61.9%,11,6,5,54.5%,2000,2009,F,20,1.10,6.3%,2.8%,57.1%,70.4%,54.9%,63.7%,40.1%,60.0%,42.1%
Indian Wells Masters,6,Hard,15,9,6,60.0%,5,3,2,60.0%,2002,2009,SF,15,1.04,5.9%,3.7%,56.6%,71.4%,49.8%,62.0%,39.6%,68.0%,44.0%
s Hertogenbosch,5,Grass,17,12,5,70.6%,3,2,1,66.7%,2001,2008,F,17,1.21,6.7%,3.0%,61.5%,75.6%,53.6%,67.1%,39.9%,64.4%,35.9%
Umag,5,Clay,15,11,4,73.3%,3,2,1,66.7%,1999,2008,W,15,1.25,4.9%,3.8%,57.8%,68.3%,53.9%,62.2%,47.2%,48.7%,60.7%
Acapulco,5,Clay,14,9,5,64.3%,2,1,1,50.0%,2001,2008,SF,14,1.08,5.4%,4.4%,57.6%,72.1%,51.2%,63.3%,39.6%,59.2%,40.0%
