Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2007 Miami F,L vs Djokovic,64% (9/14),0% (0/5),0/0,0/0,43% (3/7),4/7,0/1,- (0/0),- (0/0)
2007 Miami SF,W vs Ljubicic,63% (10/16),100% (3/3),2/2,1/1,100% (7/7),0/0,0/0,- (0/0),- (0/0)
2007 Miami R16,W vs Federer,63% (12/19),40% (2/5),2/3,1/2,75% (12/16),1/2,0/0,90% (9/10),45% (5/11)
2004 Paris SF,L vs Safin,88% (7/8),50% (1/2),0/0,0/0,57% (4/7),1/3,0/1,50% (3/6),33% (2/6)
2004 Stuttgart F,W vs Gaudio,56% (14/25),50% (10/20),3/4,1/1,63% (12/19),2/4,0/0,- (0/0),- (0/0)
2002 Canada F,W vs Roddick,83% (10/12),75% (3/4),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2002 Canada SF,W vs Haas,62% (13/21),33% (2/6),2/3,1/2,33% (1/3),0/1,0/0,50% (3/6),67% (4/6)
2001 Stuttgart F,L vs Kuerten,67% (8/12),8% (1/12),0/0,0/0,17% (1/6),2/5,1/2,- (0/0),- (0/0)
2007 (3 matches),,63.3%,38.5%,80.0%,66.7%,73.3%,55.6%,0.0%,90.0%,45.5%
2004 (2 matches),,63.6%,50.0%,75.0%,100.0%,61.5%,42.9%,0.0%,50.0%,33.3%
2002 (2 matches),,69.7%,50.0%,80.0%,66.7%,25.0%,0.0%,-,50.0%,66.7%
2001 (1 matches),,66.7%,8.3%,-,-,16.7%,40.0%,50.0%,-,-
Career (8 matches),,65.4%,38.6%,78.6%,71.4%,60.6%,45.5%,25.0%,68.2%,47.8%
