Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2007 Barcelona F,L vs Nadal,16.1%,27.4%,51.2%,24.0%,17.9%,35.7%,56.5%,35.4%,84.6%,33.3%,0.0%,20.0%,28.0%,45.0%,-21
2007 Miami SF,W vs Ljubicic,23.6%,30.6%,59.6%,31.4%,29.2%,37.5%,61.8%,40.8%,59.1%,53.8%,66.7%,14.3%,19.0%,55.6%,19
2007 Miami R16,W vs Federer,27.9%,32.8%,48.9%,31.4%,45.6%,52.9%,56.8%,51.9%,30.0%,39.5%,62.5%,5.6%,7.4%,43.1%,-79
2007 Miami F,L vs Djokovic,20.3%,24.6%,52.0%,22.6%,32.4%,37.8%,48.0%,36.8%,54.5%,40.0%,100.0%,7.4%,11.1%,56.0%,-49
2005 Indian Wells SF,L vs Federer,23.1%,26.9%,36.4%,26.3%,29.6%,33.3%,31.6%,35.9%,33.3%,50.0%,50.0%,22.2%,27.8%,42.9%,72
2004 Paris SF,L vs Safin,21.0%,25.8%,49.0%,25.5%,34.4%,40.6%,47.6%,43.1%,33.3%,45.0%,33.3%,6.7%,10.0%,50.0%,-79
2004 US Open R32,L vs Roddick,16.5%,28.6%,50.7%,25.3%,20.7%,37.9%,60.9%,34.5%,34.5%,37.9%,20.0%,11.5%,15.4%,30.4%,-18
2004 Stuttgart F,W vs Gaudio,24.8%,29.1%,46.0%,27.8%,32.6%,39.5%,50.0%,37.4%,48.6%,42.9%,55.6%,14.3%,14.3%,40.5%,22
2002 Canada F,W vs Roddick,33.9%,41.1%,63.9%,40.9%,44.4%,52.8%,65.0%,55.3%,47.1%,47.4%,-,15.8%,21.1%,62.5%,-3
2002 Canada SF,W vs Haas,29.0%,41.9%,60.3%,35.8%,37.0%,53.7%,64.7%,48.7%,36.7%,45.8%,50.0%,19.4%,27.8%,55.2%,37
2001 Vienna F,L vs Haas,10.0%,21.3%,52.1%,15.6%,21.9%,50.0%,52.0%,35.9%,42.9%,50.0%,-,4.2%,4.2%,52.2%,-79
2001 Stuttgart F,L vs Kuerten,33.3%,37.3%,38.3%,35.5%,43.6%,48.7%,45.5%,47.7%,71.4%,27.8%,-,24.2%,27.3%,32.0%,47
2001 s Hertogenbosch F,L vs Hewitt,15.9%,23.8%,43.2%,20.0%,30.4%,47.8%,56.3%,41.7%,63.6%,33.3%,0.0%,12.5%,16.7%,33.3%,-19
Career (13 matches),,23.0%,30.3%,50.2%,28.0%,33.1%,44.0%,54.5%,42.3%,47.3%,42.4%,45.9%,13.2%,16.8%,45.4%,16
