Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2009,191,246,106,1684,93,1634,82,1686,74,1610,,,,
2008,79,543,66,1752,64,1708,50,1756,57,1655,180,315,109,1543
2007,15,1653,23,1896,29,1815,15,1894,36,1718,152,360,81,1581
2006,143,324,38,1834,,,29,1819,,,651,49,,
2005,102,415,13,1941,12,1882,12,1903,19,1763,702,40,97,1533
2004,12,1595,14,1935,13,1872,11,1896,34,1731,93,653,72,1608
2003,272,124,70,1751,57,1734,,,,,559,61,,
2002,15,1725,43,1853,45,1789,24,1864,24,1759,61,930,59,1626
2001,15,1572,19,1927,18,1866,17,1876,16,1795,153,401,,
2000,231,154,176,1582,167,1533,141,1583,127,1521,365,115,,
1999,71,657,131,1662,150,1569,99,1664,102,1570,134,495,,
1998,95,516,126,1671,137,1585,99,1685,115,1550,283,197,,
1997,129,359,166,1619,166,1556,137,1606,,,352,149,,
1996,183,233,146,1659,155,1576,148,1612,,,281,188,,
1995,365,,,,,,,,,,594,51,,
1994,557,,,,,,,,,,753,27,,
