Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2006,5,1,4,20.0%,2-8,20.0%,30-51,37.0%,0-0,-,3,-,-,3.3%,3.3%,69.3%,57.5%,51.1%,55.6%,39.7%,47.7%,0.89,R16 (Dubai)
2005,10,4,6,40.0%,12-14,46.2%,116-121,48.9%,0-2,0.0%,0,,,,,,,,,,,,QF (Quebec City)
2004,17,6,11,35.3%,11-25,30.6%,143-198,41.9%,3-1,75.0%,3,-,-,1.1%,2.2%,78.7%,43.1%,43.6%,43.2%,41.3%,42.3%,0.73,QF (Stockholm)
2003,28,12,16,42.9%,31-32,49.2%,274-290,48.6%,2-0,100.0%,3,-,-,3.7%,1.8%,70.6%,44.3%,50.0%,46.0%,42.0%,43.8%,0.78,W (Pattaya)
2002,46,20,26,43.5%,47-56,45.6%,459-507,47.5%,5-4,55.6%,0,,,,,,,,,,,,F (2x)
2001,53,30,23,56.6%,63-51,55.3%,542-505,51.8%,4-3,57.1%,0,,,,,,,,,,,,F (Pattaya)
2000,45,26,19,57.8%,55-41,57.3%,457-423,51.9%,2-3,40.0%,0,,,,,,,,,,,,W (3x)
1999,49,27,22,55.1%,60-44,57.7%,486-432,52.9%,2-7,22.2%,0,,,,,,,,,,,,W (Prostejov)
1998,56,39,17,69.6%,79-42,65.3%,591-467,55.9%,4-4,50.0%,0,,,,,,,,,,,,W (2x)
1997,45,27,18,60.0%,56-40,58.3%,449-421,51.6%,5-3,62.5%,0,,,,,,,,,,,,W (Pattaya)
1996,34,20,14,58.8%,39-32,54.9%,328-314,51.1%,4-3,57.1%,0,,,,,,,,,,,,W (Warsaw)
1995,4,3,1,75.0%,6-2,75.0%,41-24,63.1%,0-0,-,0,,,,,,,,,,,,R16 (Warsaw)
Career,392,215,177,54.8%,461-387,54.4%,3916-3753,51.1%,31-30,50.8%,9,-,-,2.6%,2.4%,73.1%,47.7%,48.5%,47.9%,41.1%,44.4%,0.79,
