Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2006,252,101,96,1689,77,1656,73,1640,115,1506,,,,
2005,145,245,93,1702,78,1663,81,1650,107,1520,,,,
2004,153,219,78,1747,81,1677,59,1711,91,1563,,,,
2003,91,406,42,1853,39,1776,33,1804,69,1611,,,,
2002,59,602,50,1835,49,1751,35,1807,63,1614,,,,
2001,25,993,20,1929,21,1846,16,1875,41,1671,,,,
2000,40,755,26,1938,29,1847,16,1895,50,1653,,,,
1999,32,826,50,1830,46,1758,29,1846,66,1614,,,,
1998,28,1025,22,1954,26,1846,16,1936,30,1721,,,,
1997,35,769,24,1955,23,1858,16,1916,35,1693,,,,
1996,37,686,29,1905,49,1736,21,1879,40,1683,,,,
1995,121,14,,,,,,,,,,,,
1994,328,2,,,,,,,,,,,,
